_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,battery,temperature_internal,pressure,bmp_altitude
"$$DOGE1,79,11:19:12,53.22389,-2.07244,378,11,5.23,13.5,973.7,1.9*3723",RAIDEN,79,11:19:12,53.22389,-2.07244,378,11,5.23,13.5,973.7,1.9
"$$DOGE1,85,11:20:48,53.22387,-2.07245,380,11,5.22,14.1,973.6,2.6*7E1C",RAIDEN,85,11:20:48,53.22387,-2.07245,380,11,5.22,14.1,973.6,2.6
"$$DOGE1,86,11:21:04,53.22387,-2.07246,379,10,5.21,14.1,973.6,2.4*15B7",RAIDEN,86,11:21:04,53.22387,-2.07246,379,10,5.21,14.1,973.6,2.4
"$$DOGE1,87,11:21:20,53.22390,-2.07241,378,11,5.21,14.2,973.6,2.4*540A",RAIDEN,87,11:21:20,53.2239,-2.07241,378,11,5.21,14.2,973.6,2.4
"$$DOGE1,88,11:21:36,53.22389,-2.07243,378,11,5.20,14.2,973.5,2.9*8583",RAIDEN,88,11:21:36,53.22389,-2.07243,378,11,5.2,14.2,973.5,2.9
"$$DOGE1,90,11:22:08,53.22389,-2.07245,379,11,5.20,14.2,973.6,2.5*7A7A",RAIDEN,90,11:22:08,53.22389,-2.07245,379,11,5.2,14.2,973.6,2.5
"$$DOGE1,91,11:22:24,53.22389,-2.07246,380,11,5.20,14.2,973.6,2.5*7728",RAIDEN,91,11:22:24,53.22389,-2.07246,380,11,5.2,14.2,973.6,2.5
"$$DOGE1,72,13:31:58,53.22396,-2.07151,1008,10,5.59,21.4,897.7,619.6*A987",M0MKS,72,13:31:58,53.22396,-2.07151,1008,10,5.59,21.4,897.7,619.6
"$$DOGE1,74,13:32:30,53.22350,-2.07307,1231,10,5.54,21.1,875.9,824.2*522C",M0MKS,74,13:32:30,53.2235,-2.07307,1231,10,5.54,21.1,875.9,824.2
"$$DOGE1,78,13:33:36,53.22349,-2.07667,1644,10,5.57,20.3,832.7,1240.5*C115","M0UPU,M0MKS",78,13:33:36,53.22349,-2.07667,1644,10,5.57,20.3,832.7,1240.5
"$$DOGE1,79,13:33:53,53.22349,-2.07790,1755,10,5.58,20.1,822.1,1346.1*962B",M0UPU,79,13:33:53,53.22349,-2.0779,1755,10,5.58,20.1,822.1,1346.1
"$$DOGE1,80,13:34:10,53.22351,-2.07866,1866,10,5.58,19.8,810.4,1462.4*B0DC",M0MKS,80,13:34:10,53.22351,-2.07866,1866,10,5.58,19.8,810.4,1462.4
"$$DOGE1,81,13:34:27,53.22358,-2.07953,1972,9,5.58,19.5,799.0,1578.6*169A",M0MKS,81,13:34:27,53.22358,-2.07953,1972,9,5.58,19.5,799.0,1578.6
"$$DOGE1,82,13:34:43,53.22384,-2.08005,2081,9,5.58,19.2,787.5,1695.4*7972","M0UPU,M0MKS",82,13:34:43,53.22384,-2.08005,2081,9,5.58,19.2,787.5,1695.4
"$$DOGE1,83,13:34:59,53.22390,-2.08062,2188,10,5.58,18.9,777.1,1803.2*4B8E","M0UPU,M0MKS",83,13:34:59,53.2239,-2.08062,2188,10,5.58,18.9,777.1,1803.2
"$$DOGE1,85,13:35:33,53.22393,-2.08168,2417,9,5.58,18.5,755.7,2029.3*1A54",M0UPU,85,13:35:33,53.22393,-2.08168,2417,9,5.58,18.5,755.7,2029.3
"$$DOGE1,87,13:36:05,53.22421,-2.08166,2623,9,5.58,18.0,735.6,2245.2*27AA",M0MKS,87,13:36:05,53.22421,-2.08166,2623,9,5.58,18.0,735.6,2245.2
"$$DOGE1,88,13:36:21,53.22420,-2.08142,2735,9,5.58,17.8,726.0,2350.1*2832","M0UPU,M0MKS",88,13:36:21,53.2242,-2.08142,2735,9,5.58,17.8,726.0,2350.1
"$$DOGE1,90,13:36:53,53.22437,-2.08115,2945,9,5.59,17.3,706.8,2564.2*FC61",M0MKS,90,13:36:53,53.22437,-2.08115,2945,9,5.59,17.3,706.8,2564.2
"$$DOGE1,91,13:37:09,53.22435,-2.08092,3051,9,5.59,17.2,697.9,2664.2*0A0A",M0UPU,91,13:37:09,53.22435,-2.08092,3051,9,5.59,17.2,697.9,2664.2
"$$DOGE1,92,13:37:25,53.22443,-2.08072,3154,9,5.58,17.0,688.4,2772.6*5E47",M0MKS,92,13:37:25,53.22443,-2.08072,3154,9,5.58,17.0,688.4,2772.6
"$$DOGE1,93,13:37:41,53.22454,-2.08044,3262,9,5.59,16.8,678.9,2882.6*E555","M0UPU,M0MKS",93,13:37:41,53.22454,-2.08044,3262,9,5.59,16.8,678.9,2882.6
"$$DOGE1,95,13:38:13,53.22483,-2.07919,3468,9,5.57,16.3,661.5,3087.0*B7C5","M0UPU,EDU0001,M0MKS",95,13:38:13,53.22483,-2.07919,3468,9,5.57,16.3,661.5,3087.0
"$$DOGE1,96,13:38:29,53.22505,-2.07845,3576,9,5.59,16.1,652.4,3195.2*222A",M0MKS,96,13:38:29,53.22505,-2.07845,3576,9,5.59,16.1,652.4,3195.2
"$$DOGE1,97,13:38:45,53.22523,-2.07745,3682,9,5.59,16.2,643.4,-3249.7*D7CB","M0UPU,EDU0001",97,13:38:45,53.22523,-2.07745,3682,9,5.59,16.2,643.4,-3249.7
"$$DOGE1,98,13:39:02,53.22541,-2.07625,3795,9,5.59,16.1,634.1,-3135.9*61FC",EDU0001,98,13:39:02,53.22541,-2.07625,3795,9,5.59,16.1,634.1,-3135.9
"$$DOGE1,99,13:39:19,53.22578,-2.07507,3915,9,5.58,15.8,624.5,-3017.3*0754",M0UPU,99,13:39:19,53.22578,-2.07507,3915,9,5.58,15.8,624.5,-3017.3
"$$DOGE1,101,13:39:53,53.22668,-2.07230,4157,9,5.61,15.1,605.9,-2783.7*C3ED",M0UPU,101,13:39:53,53.22668,-2.0723,4157,9,5.61,15.1,605.9,-2783.7
"$$DOGE1,102,13:40:10,53.22737,-2.07038,4272,9,5.63,14.9,597.7,-2678.0*3897",M0UPU,102,13:40:10,53.22737,-2.07038,4272,9,5.63,14.9,597.7,-2678.0
"$$DOGE1,104,13:40:44,53.22827,-2.06754,4513,9,5.62,14.3,579.1,-2436.1*83BB","M0UPU,EDU0001,M0MKS",104,13:40:44,53.22827,-2.06754,4513,9,5.62,14.3,579.1,-2436.1
"$$DOGE1,105,13:41:01,53.22879,-2.06528,4618,9,5.58,14.3,570.7,-2323.4*AA78",M0UPU,105,13:41:01,53.22879,-2.06528,4618,9,5.58,14.3,570.7,-2323.4
"$$DOGE1,106,13:41:18,53.22921,-2.06291,4740,9,5.61,14.2,561.4,-2199.3*C14D","M0UPU,M0MKS",106,13:41:18,53.22921,-2.06291,4740,9,5.61,14.2,561.4,-2199.3
"$$DOGE1,107,13:41:35,53.22975,-2.06081,4850,9,5.59,13.8,552.8,-2081.6*A8F5","EDU0001,M0MKS",107,13:41:35,53.22975,-2.06081,4850,9,5.59,13.8,552.8,-2081.6
"$$DOGE1,108,13:41:52,53.23048,-2.05830,4966,9,5.58,13.8,544.2,-1962.5*0E53","M0UPU,EDU0001",108,13:41:52,53.23048,-2.0583,4966,9,5.58,13.8,544.2,-1962.5
"$$DOGE1,109,13:42:09,53.23122,-2.05589,5078,9,5.58,13.5,535.5,-1841.1*4421",M0MKS,109,13:42:09,53.23122,-2.05589,5078,9,5.58,13.5,535.5,-1841.1
"$$DOGE1,111,13:42:43,53.23367,-2.05115,5322,9,5.58,13.0,519.2,-1608.6*766C",M0MKS,111,13:42:43,53.23367,-2.05115,5322,9,5.58,13.0,519.2,-1608.6
"$$DOGE1,112,13:43:00,53.23510,-2.04831,5437,9,5.61,12.7,510.2,-1478.4*4768",M0MKS,112,13:43:00,53.2351,-2.04831,5437,9,5.61,12.7,510.2,-1478.4
"$$DOGE1,113,13:43:17,53.23608,-2.04498,5571,9,5.59,12.6,502.4,-1362.6*3F6D","EDU0001,M0MKS",113,13:43:17,53.23608,-2.04498,5571,9,5.59,12.6,502.4,-1362.6
"$$DOGE1,114,13:43:34,53.23708,-2.04164,5684,9,5.59,12.2,494.1,-1239.8*804E",EDU0001,114,13:43:34,53.23708,-2.04164,5684,9,5.59,12.2,494.1,-1239.8
"$$DOGE1,115,13:43:51,53.23876,-2.03755,5803,9,5.61,11.8,486.0,-1117.0*A3E4",M0MKS,115,13:43:51,53.23876,-2.03755,5803,9,5.61,11.8,486.0,-1117.0
"$$DOGE1,118,13:44:25,53.24209,-2.02986,6041,9,5.59,11.2,463.0,-759.1*9476","M0UPU,M0MKS",118,13:44:25,53.24209,-2.02986,6041,9,5.59,11.2,463.0,-759.1
"$$DOGE1,121,13:45:32,53.24932,-2.01386,6513,9,5.62,10.5,441.2,-407.8*FD3C",M0UPU,121,13:45:32,53.24932,-2.01386,6513,9,5.62,10.5,441.2,-407.8
"$$DOGE1,122,13:45:32,53.24932,-2.01386,6513,9,5.62,10.0,434.1,-289.9*B2FD",M0UPU,122,13:45:32,53.24932,-2.01386,6513,9,5.62,10.0,434.1,-289.9
"$$DOGE1,124,13:45:49,53.25156,-2.00965,6647,9,5.57,9.5,418.5,-26.1*27CF","M0UPU,M0MKS",124,13:45:49,53.25156,-2.00965,6647,9,5.57,9.5,418.5,-26.1
"$$DOGE1,127,13:47:10,53.26178,-1.98731,7242,9,5.60,8.8,398.3,328.2*0826",M0MKS,127,13:47:10,53.26178,-1.98731,7242,9,5.6,8.8,398.3,328.2
"$$DOGE1,128,13:47:26,53.26394,-1.98239,7340,9,5.61,8.6,392.1,439.3*1756",M0UPU,128,13:47:26,53.26394,-1.98239,7340,9,5.61,8.6,392.1,439.3
"$$DOGE1,129,13:47:42,53.26594,-1.97745,7481,9,5.61,8.2,385.5,560.4*3A68",M0MKS,129,13:47:42,53.26594,-1.97745,7481,9,5.61,8.2,385.5,560.4
"$$DOGE1,130,13:47:58,53.26826,-1.97270,7587,9,5.61,8.1,379.3,675.7*0CA6",M0UPU,130,13:47:58,53.26826,-1.9727,7587,9,5.61,8.1,379.3,675.7
"$$DOGE1,131,13:48:14,53.27097,-1.96822,7694,9,5.61,8.0,372.8,796.3*7E16","M0UPU,M0MKS",131,13:48:14,53.27097,-1.96822,7694,9,5.61,8.0,372.8,796.3
"$$DOGE1,133,13:48:46,53.27603,-1.95836,7923,9,5.59,7.9,361.3,1017.6*75B1",M0MKS,133,13:48:46,53.27603,-1.95836,7923,9,5.59,7.9,361.3,1017.6
"$$DOGE1,134,13:49:02,53.27896,-1.95383,8031,9,5.58,7.8,355.2,1135.2*4F26",M0MKS,134,13:49:02,53.27896,-1.95383,8031,9,5.58,7.8,355.2,1135.2
"$$DOGE1,135,13:49:18,53.28189,-1.94969,8141,9,5.58,7.3,349.4,1250.2*8D58","M0UPU,GM4JTJ,M0MKS",135,13:49:18,53.28189,-1.94969,8141,9,5.58,7.3,349.4,1250.2
"$$DOGE1,136,13:49:34,53.28509,-1.94545,8250,9,5.57,7.1,344.1,1357.2*1C4D","M0UPU,EDU0001,M0MKS",136,13:49:34,53.28509,-1.94545,8250,9,5.57,7.1,344.1,1357.2
"$$DOGE1,137,13:49:50,53.28791,-1.94101,8374,9,5.58,6.9,338.3,1473.3*5F9D","GM4JTJ,M0MKS",137,13:49:50,53.28791,-1.94101,8374,9,5.58,6.9,338.3,1473.3
"$$DOGE1,138,13:50:06,53.29131,-1.93659,8483,9,5.57,6.8,333.4,1575.5*A2D9",M0UPU,138,13:50:06,53.29131,-1.93659,8483,9,5.57,6.8,333.4,1575.5
"$$DOGE1,139,13:50:22,53.29466,-1.93123,8599,9,5.58,6.7,327.3,1702.0*AB3D",GM4JTJ,139,13:50:22,53.29466,-1.93123,8599,9,5.58,6.7,327.3,1702.0
"$$DOGE1,141,13:50:54,53.30176,-1.92143,8840,9,5.58,6.0,315.9,1944.8*B6AA",GM4JTJ,141,13:50:54,53.30176,-1.92143,8840,9,5.58,6.0,315.9,1944.8
"$$DOGE1,142,13:51:10,53.30569,-1.91612,8947,8,5.57,5.6,311.4,2042.5*D6D5","EDU0001,G8KNN",142,13:51:10,53.30569,-1.91612,8947,8,5.57,5.6,311.4,2042.5
"$$DOGE1,143,13:51:26,53.30950,-1.91070,9062,9,5.57,5.7,305.3,2175.6*CCC2",GM4JTJ,143,13:51:26,53.3095,-1.9107,9062,9,5.57,5.7,305.3,2175.6
"$$DOGE1,144,13:51:42,53.31298,-1.90552,9186,9,5.57,5.4,300.5,2283.1*5466",2E0KPI,144,13:51:42,53.31298,-1.90552,9186,9,5.57,5.4,300.5,2283.1
"$$DOGE1,145,13:51:58,53.31715,-1.90028,9310,9,5.56,5.4,294.4,2420.9*B9F2","M0UPU,GM4JTJ",145,13:51:58,53.31715,-1.90028,9310,9,5.56,5.4,294.4,2420.9
"$$DOGE1,147,13:52:30,53.32444,-1.88844,9551,9,5.55,4.7,284.0,2662.6*6AD8","EDU0001,GM4JTJ,M0MKS",147,13:52:30,53.32444,-1.88844,9551,9,5.55,4.7,284.0,2662.6
"$$DOGE1,149,13:53:02,53.33237,-1.87725,9787,9,5.57,4.4,273.8,2906.7*5051","GM4JTJ,G8IMN",149,13:53:02,53.33237,-1.87725,9787,9,5.57,4.4,273.8,2906.7
"$$DOGE1,150,13:53:18,53.33682,-1.87115,9906,9,5.58,3.9,268.5,3035.5*784F",G8KNN,150,13:53:18,53.33682,-1.87115,9906,9,5.58,3.9,268.5,3035.5
"$$DOGE1,151,13:53:34,53.34144,-1.86551,10010,9,5.59,3.9,263.8,3152.2*329A","M0UPU,GM4JTJ",151,13:53:34,53.34144,-1.86551,10010,9,5.59,3.9,263.8,3152.2
"$$DOGE1,152,13:53:51,53.34600,-1.85970,10155,9,5.55,3.4,258.5,-3267.9*5EAE","M0UPU,G8KNN,GM4JTJ,M0MKS",152,13:53:51,53.346,-1.8597,10155,9,5.55,3.4,258.5,-3267.9
"$$DOGE1,153,13:54:08,53.35101,-1.85359,10285,9,5.57,3.5,253.2,-3131.7*8579","M0UPU,G8KNN,GM4JTJ,M0MKS",153,13:54:08,53.35101,-1.85359,10285,9,5.57,3.5,253.2,-3131.7
"$$DOGE1,154,13:54:25,53.35556,-1.84715,10410,9,5.56,3.3,248.2,-3002.6*8CD4","M0UPU,GM4JTJ",154,13:54:25,53.35556,-1.84715,10410,9,5.56,3.3,248.2,-3002.6
"$$DOGE1,155,13:54:42,53.36056,-1.84028,10547,9,5.57,2.9,243.1,-2867.5*9A5C","M0UPU,GM4JTJ",155,13:54:42,53.36056,-1.84028,10547,9,5.57,2.9,243.1,-2867.5
"$$DOGE1,156,13:54:59,53.36548,-1.83348,10681,9,5.56,2.6,238.2,-2734.9*5FB8","M0UPU,G8KNN,GM4JTJ",156,13:54:59,53.36548,-1.83348,10681,9,5.56,2.6,238.2,-2734.9
"$$DOGE1,157,13:55:16,53.37060,-1.82728,10800,9,5.58,2.2,233.6,-2611.2*721D","M0UPU,GM4JTJ",157,13:55:16,53.3706,-1.82728,10800,9,5.58,2.2,233.6,-2611.2
"$$DOGE1,159,13:55:50,53.37906,-1.81336,11070,9,5.57,2.0,224.0,-2341.4*0EAF",G8KNN,159,13:55:50,53.37906,-1.81336,11070,9,5.57,2.0,224.0,-2341.4
"$$DOGE1,160,13:56:07,53.38192,-1.80583,11193,9,5.58,1.7,219.6,-2213.1*6924","M0UPU,GM4JTJ",160,13:56:07,53.38192,-1.80583,11193,9,5.58,1.7,219.6,-2213.1
"$$DOGE1,161,13:56:24,53.38455,-1.79910,11329,9,5.57,1.2,214.6,-2069.3*7611","GM4JTJ,M0MKS",161,13:56:24,53.38455,-1.7991,11329,9,5.57,1.2,214.6,-2069.3
"$$DOGE1,162,13:56:41,53.38663,-1.79340,11453,9,5.57,1.2,210.2,-1938.1*8AAE","M0UPU,G8KNN,GM4JTJ,M0MKS",162,13:56:41,53.38663,-1.7934,11453,9,5.57,1.2,210.2,-1938.1
"$$DOGE1,163,13:56:58,53.38876,-1.78847,11598,9,5.57,1.0,205.4,-1792.2*7026","GM4JTJ,M0MKS",163,13:56:58,53.38876,-1.78847,11598,9,5.57,1.0,205.4,-1792.2
"$$DOGE1,164,13:57:15,53.39128,-1.78464,11718,9,5.55,0.8,201.9,-1685.0*F335","GM4JTJ,M0MKS",164,13:57:15,53.39128,-1.78464,11718,9,5.55,0.8,201.9,-1685.0
"$$DOGE1,165,13:57:32,53.39336,-1.78148,11825,9,5.55,0.6,198.3,-1573.1*0ED6","G8KNN,GM4JTJ,M0MKS",165,13:57:32,53.39336,-1.78148,11825,9,5.55,0.6,198.3,-1573.1
"$$DOGE1,166,13:57:49,53.39551,-1.77791,11972,9,5.55,0.3,193.8,-1428.4*45BC","M0UPU,G8KNN",166,13:57:49,53.39551,-1.77791,11972,9,5.55,0.3,193.8,-1428.4
"$$DOGE1,167,13:58:06,53.39787,-1.77434,12087,9,5.54,0.4,190.4,-1318.9*772B","G8KNN,GM4JTJ",167,13:58:06,53.39787,-1.77434,12087,9,5.54,0.4,190.4,-1318.9
"$$DOGE1,168,13:58:23,53.39965,-1.77007,12217,9,5.54,0.3,186.2,-1180.9*1A1A",GM4JTJ,168,13:58:23,53.39965,-1.77007,12217,9,5.54,0.3,186.2,-1180.9
"$$DOGE1,169,13:58:40,53.40216,-1.76652,12345,9,5.53,0.4,182.6,-1060.7*C512","GM4JTJ,M0MKS",169,13:58:40,53.40216,-1.76652,12345,9,5.53,0.4,182.6,-1060.7
"$$DOGE1,170,13:58:57,53.40477,-1.76330,12472,9,5.53,0.2,179.1,-943.1*0926","GM4JTJ,M0MKS",170,13:58:57,53.40477,-1.7633,12472,9,5.53,0.2,179.1,-943.1
"$$DOGE1,171,13:59:14,53.40724,-1.75938,12614,9,5.54,0.1,175.6,-822.5*01BD","M0UPU,GM4JTJ",171,13:59:14,53.40724,-1.75938,12614,9,5.54,0.1,175.6,-822.5
"$$DOGE1,172,13:59:14,53.40724,-1.75938,12614,9,5.54,0.1,172.1,-701.1*E2C1",G8KNN,172,13:59:14,53.40724,-1.75938,12614,9,5.54,0.1,172.1,-701.1
"$$DOGE1,174,14:00:04,53.41293,-1.74727,12976,9,5.54,0.0,165.5,-461.4*CFE8",GM4JTJ,174,14:00:04,53.41293,-1.74727,12976,9,5.54,0.0,165.5,-461.4
"$$DOGE1,175,14:00:04,53.41293,-1.74727,12976,9,5.53,0.3,161.7,-323.2*A4D8","M0UPU,2E0KPI,G8KNN,GM4JTJ,M0MKS",175,14:00:04,53.41293,-1.74727,12976,9,5.53,0.3,161.7,-323.2
"$$DOGE1,177,14:00:54,53.41834,-1.73627,13379,9,5.54,0.1,155.2,-78.5*935D","M0UPU,GM4JTJ",177,14:00:54,53.41834,-1.73627,13379,9,5.54,0.1,155.2,-78.5
"$$DOGE1,179,14:01:26,53.42082,-1.73058,13603,9,5.55,0.1,149.6,139.8*5371",GM4JTJ,179,14:01:26,53.42082,-1.73058,13603,9,5.55,0.1,149.6,139.8
"$$DOGE1,181,14:01:58,53.42368,-1.72368,13863,9,5.53,0.0,143.4,388.3*BD2B","GM4JTJ,M0MKS",181,14:01:58,53.42368,-1.72368,13863,9,5.53,0.0,143.4,388.3
"$$DOGE1,183,14:02:30,53.42612,-1.71760,14076,9,5.52,0.0,138.7,586.3*36BD",M0UPU,183,14:02:30,53.42612,-1.7176,14076,9,5.52,0.0,138.7,586.3
"$$DOGE1,185,14:03:02,53.42885,-1.71104,14299,9,5.51,0.0,134.0,784.0*AA28","M0UPU,GM4JTJ",185,14:03:02,53.42885,-1.71104,14299,9,5.51,0.0,134.0,784.0
"$$DOGE1,187,14:03:34,53.43068,-1.70454,14523,9,5.52,0.3,129.5,981.4*13B5",GM4JTJ,187,14:03:34,53.43068,-1.70454,14523,9,5.52,0.3,129.5,981.4
"$$DOGE1,189,14:04:07,53.43242,-1.69811,14770,9,5.53,0.4,124.6,1204.6*11CA",GM4JTJ,189,14:04:07,53.43242,-1.69811,14770,9,5.53,0.4,124.6,1204.6
"$$DOGE1,190,14:04:24,53.43327,-1.69546,14914,9,5.47,0.4,121.9,1326.0*5F5C",M0UPU,190,14:04:24,53.43327,-1.69546,14914,9,5.47,0.4,121.9,1326.0
