_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,battery,temperature_internal,pressure,bmp_altitude
"$$DOGE1,410,15:05:14,53.55275,-0.91361,12641,9,5.29,15.2,174.6,-786.8*8FE8","M0UPU,M0MKS",410,15:05:14,53.55275,-0.91361,12641,9,5.29,15.2,174.6,-786.8
"$$DOGE1,411,15:05:31,53.55513,-0.90958,12507,9,5.28,15.2,178.3,-916.7*6E8F","M0UPU,G8KNN,GM4JTJ,M0MKS",411,15:05:31,53.55513,-0.90958,12507,9,5.28,15.2,178.3,-916.7
"$$DOGE1,412,15:05:48,53.55747,-0.90552,12388,9,5.29,15.2,181.8,-1035.2*94E0","G8FJG ,G8KNN,GM4JTJ,M0MKS",412,15:05:48,53.55747,-0.90552,12388,9,5.29,15.2,181.8,-1035.2
"$$DOGE1,413,15:06:05,53.55980,-0.90152,12272,9,5.24,15.1,185.2,-1146.9*3791","M0UPU,G8KNN,GM4JTJ,M0MKS",413,15:06:05,53.5598,-0.90152,12272,9,5.24,15.1,185.2,-1146.9
"$$DOGE1,414,15:06:22,53.56216,-0.89743,12152,9,5.30,15.1,188.8,-1266.7*A694","M0UPU,GM4JTJ",414,15:06:22,53.56216,-0.89743,12152,9,5.3,15.1,188.8,-1266.7
"$$DOGE1,415,15:06:39,53.56490,-0.89314,12008,9,5.28,15.0,193.1,-1406.6*CAFA","M0UPU,GM4JTJ",415,15:06:39,53.5649,-0.89314,12008,9,5.28,15.0,193.1,-1406.6
"$$DOGE1,416,15:06:56,53.56749,-0.88910,11876,9,5.30,15.0,197.0,-1530.9*A045","GM4JTJ,M0MKS",416,15:06:56,53.56749,-0.8891,11876,9,5.3,15.0,197.0,-1530.9
"$$DOGE1,417,15:07:13,53.57038,-0.88537,11730,9,5.28,14.9,201.6,-1674.6*BF0D","M0UPU,G8KNN,GM4JTJ",417,15:07:13,53.57038,-0.88537,11730,9,5.28,14.9,201.6,-1674.6
"$$DOGE1,418,15:07:30,53.57297,-0.88160,11575,9,5.30,15.0,206.6,-1827.2*4733","M0UPU,GM4JTJ,2E0KPI",418,15:07:30,53.57297,-0.8816,11575,9,5.3,15.0,206.6,-1827.2
"$$DOGE1,419,15:07:47,53.57505,-0.87658,11422,9,5.30,14.9,211.8,-1984.7*09EB","M0UPU,GM4JTJ,2E0KPI",419,15:07:47,53.57505,-0.87658,11422,9,5.3,14.9,211.8,-1984.7
"$$DOGE1,420,15:08:04,53.57751,-0.87015,11282,9,5.30,14.8,216.5,-2123.8*0194","M0UPU,G8KNN,GM4JTJ",420,15:08:04,53.57751,-0.87015,11282,9,5.3,14.8,216.5,-2123.8
"$$DOGE1,421,15:08:21,53.58053,-0.86283,11120,9,5.29,14.7,222.5,-2296.9*531F","M0UPU,G8FJG ,G8KNN,GM4JTJ",421,15:08:21,53.58053,-0.86283,11120,9,5.29,14.7,222.5,-2296.9
"$$DOGE1,422,15:08:38,53.58384,-0.85560,11005,9,5.29,14.7,226.5,-2411.6*2B8A","M0UPU,G8FJG ,G8KNN,GM4JTJ,M0MKS",422,15:08:38,53.58384,-0.8556,11005,9,5.29,14.7,226.5,-2411.6
"$$DOGE1,423,15:08:55,53.58791,-0.84855,10908,9,5.28,14.6,229.9,-2506.4*8996","GM4JTJ,M0MKS,M0UPU,G8KNN,G6GZH,G8IMN",423,15:08:55,53.58791,-0.84855,10908,9,5.28,14.6,229.9,-2506.4
"$$DOGE1,424,15:09:12,53.59243,-0.84172,10815,9,5.32,14.6,233.4,-2603.6*1123","M0UPU,G8FJG ,2E0KPI,G8KNN,M0MKS",424,15:09:12,53.59243,-0.84172,10815,9,5.32,14.6,233.4,-2603.6
"$$DOGE1,425,15:09:29,53.59687,-0.83501,10716,9,5.30,14.4,237.1,-2704.5*0793","GM4JTJ,M0MKS,M0UPU,G8FJG ,G8KNN,2E0KPI,G6GZH,G8IMN",425,15:09:29,53.59687,-0.83501,10716,9,5.3,14.4,237.1,-2704.5
"$$DOGE1,426,15:09:46,53.60127,-0.82835,10621,9,5.30,14.2,240.6,-2800.1*B5E0","M0UPU,G8FJG ,G8KNN,GM4JTJ,M0MKS",426,15:09:46,53.60127,-0.82835,10621,9,5.3,14.2,240.6,-2800.1
"$$DOGE1,427,15:10:03,53.60551,-0.82165,10521,9,5.29,14.2,244.2,-2896.4*3270","GM4JTJ,M0MKS,M0UPU,G8KNN,G6GZH,G8IMN",427,15:10:03,53.60551,-0.82165,10521,9,5.29,14.2,244.2,-2896.4
"$$DOGE1,428,15:10:20,53.60973,-0.81509,10421,9,5.32,14.0,248.1,-2999.4*AF83","M0UPU,G8FJG ,G8KNN,GM4JTJ,M0MKS",428,15:10:20,53.60973,-0.81509,10421,9,5.32,14.0,248.1,-2999.4
"$$DOGE1,429,15:10:37,53.61413,-0.80878,10333,9,5.31,13.9,251.8,-3097.5*E863","GM4JTJ,EDU0001,M0MKS,M0UPU,G8FJG ,G8KNN,G6GZH,G8IMN",429,15:10:37,53.61413,-0.80878,10333,9,5.31,13.9,251.8,-3097.5
"$$DOGE1,430,15:10:54,53.61872,-0.80256,10241,9,5.32,14.0,255.6,-3195.3*25CE","M0UPU,M0MKS,G6GZH,G8KNN",430,15:10:54,53.61872,-0.80256,10241,9,5.32,14.0,255.6,-3195.3
"$$DOGE1,431,15:11:11,53.62332,-0.79639,10142,9,5.31,13.6,259.6,3258.5*69A3","GM4JTJ,G8FJG ,M0UPU,EDU0001,G8KNN,G6GZH",431,15:11:11,53.62332,-0.79639,10142,9,5.31,13.6,259.6,3258.5
"$$DOGE1,432,15:11:28,53.62782,-0.79027,10035,9,5.29,13.5,263.6,3156.2*CE55","M0UPU,G8KNN,G6GZH,GM4JTJ,M0MKS",432,15:11:28,53.62782,-0.79027,10035,9,5.29,13.5,263.6,3156.2
"$$DOGE1,433,15:11:45,53.63238,-0.78411,9929,9,5.28,13.6,268.0,3047.0*7837","GM4JTJ,M0MKS,G8FJG ,G8KNN,2E0KPI,G6GZH",433,15:11:45,53.63238,-0.78411,9929,9,5.28,13.6,268.0,3047.0
"$$DOGE1,434,15:11:45,53.63238,-0.78411,9929,9,5.29,13.1,272.0,2948.9*1EA3","GM4JTJ,M0MKS,M0UPU,EDU0001,G8KNN,2E0KPI",434,15:11:45,53.63238,-0.78411,9929,9,5.29,13.1,272.0,2948.9
"$$DOGE1,436,15:12:35,53.64555,-0.76632,9631,9,5.28,12.7,280.5,2745.2*37C2","GM4JTJ,G8FJG ,M0MKS,M0UPU,EDU0001,G8KNN",436,15:12:35,53.64555,-0.76632,9631,9,5.28,12.7,280.5,2745.2
"$$DOGE1,437,15:12:52,53.64975,-0.76010,9537,9,5.31,12.5,284.6,2648.0*E5F0","M0UPU,G8FJG ,GM4JTJ,M0MKS",437,15:12:52,53.64975,-0.7601,9537,9,5.31,12.5,284.6,2648.0
"$$DOGE1,438,15:12:52,53.64975,-0.76010,9537,9,5.29,12.5,289.7,2530.2*977C","GM4JTJ,EDU0001,M0MKS,M0UPU,G8FJG ,G8KNN,2E0KPI",438,15:12:52,53.64975,-0.7601,9537,9,5.29,12.5,289.7,2530.2
"$$DOGE1,440,15:13:42,53.66124,-0.74204,9213,9,5.29,11.8,298.8,2322.1*70E1","GM4JTJ,EDU0001,2E0KPI,G8FJG ,G8KNN,M0MKS,G6GZH",440,15:13:42,53.66124,-0.74204,9213,9,5.29,11.8,298.8,2322.1
"$$DOGE1,441,15:13:59,53.66502,-0.73600,9058,9,5.32,11.3,305.5,2172.0*4A01","EDU0001,G8KNN,GM4JTJ,M0MKS",441,15:13:59,53.66502,-0.736,9058,9,5.32,11.3,305.5,2172.0
"$$DOGE1,442,15:14:16,53.66863,-0.73003,8900,9,5.32,11.2,312.5,2017.9*D18E","G8FJG ,M0MKS,EDU0001,GM4JTJ,G8KNN",442,15:14:16,53.66863,-0.73003,8900,9,5.32,11.2,312.5,2017.9
"$$DOGE1,443,15:14:16,53.66863,-0.73003,8900,9,5.31,10.7,319.8,1859.8*BAC4","G8KNN,G8FJG ,EDU0001,GM4JTJ,M0MKS",443,15:14:16,53.66863,-0.73003,8900,9,5.31,10.7,319.8,1859.8
"$$DOGE1,445,15:15:06,53.67832,-0.71320,8442,9,5.27,10.3,334.6,1548.9*84FF","GM4JTJ,EDU0001,2E0KPI,M0UPU,G8FJG ,G8KNN,M0MKS,G6GZH",445,15:15:06,53.67832,-0.7132,8442,9,5.27,10.3,334.6,1548.9
"$$DOGE1,446,15:15:23,53.68143,-0.70802,8278,9,5.31,9.9,342.5,1388.3*5333","M0UPU,EDU0001,G8KNN,M0MKS",446,15:15:23,53.68143,-0.70802,8278,9,5.31,9.9,342.5,1388.3
"$$DOGE1,447,15:15:39,53.68429,-0.70349,8131,9,5.29,9.6,350.4,1229.8*DA32","GM4JTJ,EDU0001,M0MKS,M0UPU,G8FJG ,G0WXI",447,15:15:39,53.68429,-0.70349,8131,9,5.29,9.6,350.4,1229.8
"$$DOGE1,448,15:15:55,53.68716,-0.69883,7978,9,5.30,9.1,358.2,1077.7*2475","M0UPU,G0WXI,G8KNN,M0MKS",448,15:15:55,53.68716,-0.69883,7978,9,5.3,9.1,358.2,1077.7
"$$DOGE1,449,15:16:11,53.68994,-0.69422,7833,9,5.29,8.7,365.9,928.2*2907","G0WXI,G8KNN,GM4JTJ,M0MKS",449,15:16:11,53.68994,-0.69422,7833,9,5.29,8.7,365.9,928.2
"$$DOGE1,450,15:16:27,53.69249,-0.68962,7691,9,5.31,8.4,373.5,783.3*2FAD","GM4JTJ,G8FJG ,M0UPU,EDU0001,G8KNN,G0WXI",450,15:16:27,53.69249,-0.68962,7691,9,5.31,8.4,373.5,783.3
"$$DOGE1,451,15:16:43,53.69483,-0.68507,7538,9,5.31,7.9,381.5,634.1*36A5","M0UPU,G0WXI,G8KNN,GM4JTJ,M0MKS",451,15:16:43,53.69483,-0.68507,7538,9,5.31,7.9,381.5,634.1
"$$DOGE1,452,15:16:59,53.69704,-0.68048,7403,9,5.29,7.9,389.4,489.7*B9A0","G0WXI,GM4JTJ,M0MKS",452,15:16:59,53.69704,-0.68048,7403,9,5.29,7.9,389.4,489.7
"$$DOGE1,453,15:17:15,53.69908,-0.67598,7261,9,5.30,7.5,397.1,350.4*8CC8","M0UPU,G8KNN,GM4JTJ",453,15:17:15,53.69908,-0.67598,7261,9,5.3,7.5,397.1,350.4
"$$DOGE1,454,15:17:31,53.70089,-0.67131,7120,9,5.32,7.3,404.8,213.5*458F","M0UPU,M0MKS,GM4JTJ,2E0KPI",454,15:17:31,53.70089,-0.67131,7120,9,5.32,7.3,404.8,213.5
"$$DOGE1,455,15:17:47,53.70282,-0.66672,6982,9,5.32,7.2,412.7,73.8*93F9",GM4JTJ,455,15:17:47,53.70282,-0.66672,6982,9,5.32,7.2,412.7,73.8
"$$DOGE1,456,15:18:03,53.70466,-0.66240,6851,9,5.31,7.3,420.5,-60.4*BC43","M0UPU,2E0KPI,M0MKS",456,15:18:03,53.70466,-0.6624,6851,9,5.31,7.3,420.5,-60.4
"$$DOGE1,457,15:18:19,53.70641,-0.65792,6706,9,5.31,7.0,429.0,-204.3*94B4","GM4JTJ,2E0KPI,M0UPU,EDU0001,G8KNN,G0WXI",457,15:18:19,53.70641,-0.65792,6706,9,5.31,7.0,429.0,-204.3
"$$DOGE1,458,15:18:35,53.70806,-0.65352,6564,9,5.28,6.8,437.5,-345.7*5A89","M0UPU,EDU0001,GM4JTJ,M0MKS",458,15:18:35,53.70806,-0.65352,6564,9,5.28,6.8,437.5,-345.7
"$$DOGE1,459,15:18:51,53.70966,-0.64918,6431,9,5.29,6.6,445.4,-476.5*C78F","2E0KPI,G0WXI,G8KNN,M0MKS",459,15:18:51,53.70966,-0.64918,6431,9,5.29,6.6,445.4,-476.5
"$$DOGE1,460,15:19:07,53.71116,-0.64506,6306,9,5.30,6.5,453.4,-606.7*2129","M0UPU,2E0KPI,G8KNN,GM4JTJ,M0MKS",460,15:19:07,53.71116,-0.64506,6306,9,5.3,6.5,453.4,-606.7
"$$DOGE1,461,15:19:23,53.71276,-0.64105,6179,9,5.30,6.4,461.5,-735.0*A7FE","G0WXI,G8KNN,M0MKS",461,15:19:23,53.71276,-0.64105,6179,9,5.3,6.4,461.5,-735.0
"$$DOGE1,462,15:19:39,53.71452,-0.63724,6043,9,5.29,6.2,470.0,-869.3*2E90","GM4JTJ,2E0KPI,M0UPU,EDU0001,G8KNN,M0MKS,G0WXI",462,15:19:39,53.71452,-0.63724,6043,9,5.29,6.2,470.0,-869.3
"$$DOGE1,463,15:19:55,53.71649,-0.63375,5904,9,5.27,5.9,478.6,-1004.0*8EE2","M0UPU,G6GZH",463,15:19:55,53.71649,-0.63375,5904,9,5.27,5.9,478.6,-1004.0
"$$DOGE1,464,15:20:12,53.71842,-0.63004,5773,9,5.30,5.6,487.1,-1133.2*4D14","M0UPU,EDU0001,M0MKS,G0WXI,2E0KPI",464,15:20:12,53.71842,-0.63004,5773,9,5.3,5.6,487.1,-1133.2
"$$DOGE1,465,15:20:12,53.71842,-0.63004,5773,9,5.31,5.4,496.0,-1267.3*E7ED","M0UPU,M0MKS,G0WXI,G8KNN,2E0KPI",465,15:20:12,53.71842,-0.63004,5773,9,5.31,5.4,496.0,-1267.3
"$$DOGE1,467,15:21:02,53.72288,-0.61927,5383,9,5.27,5.0,513.3,-1523.2*61CB","M0UPU,M0MKS,G8KNN,G6GZH,2E0KPI",467,15:21:02,53.72288,-0.61927,5383,9,5.27,5.0,513.3,-1523.2
"$$DOGE1,468,15:21:19,53.72447,-0.61608,5247,9,5.28,4.8,522.4,-1654.9*E89C","G0WXI,G8KNN,2E0KPI",468,15:21:19,53.72447,-0.61608,5247,9,5.28,4.8,522.4,-1654.9
"$$DOGE1,469,15:21:19,53.72447,-0.61608,5247,9,5.29,4.7,531.6,-1785.8*F729","G0WXI,G8KNN,2E0KPI",469,15:21:19,53.72447,-0.61608,5247,9,5.29,4.7,531.6,-1785.8
"$$DOGE1,471,15:22:09,53.72776,-0.60801,4880,9,5.26,4.7,549.7,-2039.4*A4A9","M0UPU,G0WXI,2E0KPI",471,15:22:09,53.72776,-0.60801,4880,9,5.26,4.7,549.7,-2039.4
"$$DOGE1,472,15:22:09,53.72776,-0.60801,4880,9,5.31,4.8,559.9,-2178.7*4AFD","M0UPU,2E0KPI",472,15:22:09,53.72776,-0.60801,4880,9,5.31,4.8,559.9,-2178.7
"$$DOGE1,474,15:22:59,53.73012,-0.60224,4486,9,5.24,4.8,579.3,-2437.7*91F9","M0UPU,G8KNN,2E0KPI",474,15:22:59,53.73012,-0.60224,4486,9,5.24,4.8,579.3,-2437.7
"$$DOGE1,475,15:22:59,53.73012,-0.60224,4486,9,5.29,4.9,589.4,-2570.9*08DB",M0UPU,475,15:22:59,53.73012,-0.60224,4486,9,5.29,4.9,589.4,-2570.9
"$$DOGE1,477,15:23:49,53.73187,-0.59759,4106,9,5.24,4.7,608.5,-2816.7*BD67","M0UPU,2E0KPI,G6GZH,G8KNN",477,15:23:49,53.73187,-0.59759,4106,9,5.24,4.7,608.5,-2816.7
"$$DOGE1,478,15:23:49,53.73187,-0.59759,4106,9,5.27,4.7,616.7,-2919.5*D1D8","2E0KPI,G6GZH,G8KNN",478,15:23:49,53.73187,-0.59759,4106,9,5.27,4.7,616.7,-2919.5
"$$DOGE1,480,15:24:39,53.73318,-0.59407,3792,8,5.27,4.4,634.0,-3134.2*D824","M0UPU,G6GZH,2E0KPI",480,15:24:39,53.73318,-0.59407,3792,8,5.27,4.4,634.0,-3134.2
"$$DOGE1,481,15:24:39,53.73318,-0.59407,3792,8,5.30,4.3,643.1,-3246.1*1360","M0UPU,2E0KPI",481,15:24:39,53.73318,-0.59407,3792,8,5.3,4.3,643.1,-3246.1
"$$DOGE1,483,15:24:56,53.73338,-0.59308,3674,9,5.28,4.1,662.8,3071.8*F3A6",2E0KPI,483,15:24:56,53.73338,-0.59308,3674,9,5.28,4.1,662.8,3071.8
"$$DOGE1,484,15:25:45,53.73411,-0.59185,3334,9,5.29,4.1,672.7,2955.6*E5F9","M0UPU,G6GZH",484,15:25:45,53.73411,-0.59185,3334,9,5.29,4.1,672.7,2955.6
"$$DOGE1,485,15:26:01,53.73426,-0.59164,3229,9,5.28,4.1,681.9,2848.1*4B4E","G6GZH,2E0KPI",485,15:26:01,53.73426,-0.59164,3229,9,5.28,4.1,681.9,2848.1
"$$DOGE1,487,15:26:33,53.73459,-0.59140,3000,9,5.27,4.1,702.3,2615.1*B8EA","G6GZH,2E0KPI",487,15:26:33,53.73459,-0.5914,3000,9,5.27,4.1,702.3,2615.1
"$$DOGE1,488,15:26:49,53.73482,-0.59156,2884,9,5.27,4.1,712.8,2496.4*E312",M0UPU,488,15:26:49,53.73482,-0.59156,2884,9,5.27,4.1,712.8,2496.4
"$$DOGE1,489,15:27:05,53.73501,-0.59184,2767,9,5.27,4.2,723.3,2380.0*781B",2E0KPI,489,15:27:05,53.73501,-0.59184,2767,9,5.27,4.2,723.3,2380.0
"$$DOGE1,490,15:27:21,53.73507,-0.59210,2652,9,5.27,4.2,733.9,2264.4*F67E","M0UPU,2E0KPI",490,15:27:21,53.73507,-0.5921,2652,9,5.27,4.2,733.9,2264.4
"$$DOGE1,491,15:27:37,53.73512,-0.59249,2538,9,5.27,4.2,744.3,2151.2*3573",M0UPU,491,15:27:37,53.73512,-0.59249,2538,9,5.27,4.2,744.3,2151.2
"$$DOGE1,492,15:27:53,53.73511,-0.59300,2433,9,5.27,4.3,754.6,2040.5*6CE4",2E0KPI,492,15:27:53,53.73511,-0.593,2433,9,5.27,4.3,754.6,2040.5
"$$DOGE1,493,15:28:09,53.73497,-0.59331,2320,9,5.27,4.3,765.1,1929.0*019E","M0UPU,2E0KPI",493,15:28:09,53.73497,-0.59331,2320,9,5.27,4.3,765.1,1929.0
"$$DOGE1,494,15:28:25,53.73494,-0.59371,2210,9,5.27,4.5,775.9,1816.4*2A97","M0UPU,2E0KPI",494,15:28:25,53.73494,-0.59371,2210,9,5.27,4.5,775.9,1816.4
"$$DOGE1,495,15:28:41,53.73500,-0.59424,2101,9,5.26,4.7,786.8,1703.0*6840",2E0KPI,495,15:28:41,53.735,-0.59424,2101,9,5.26,4.7,786.8,1703.0
"$$DOGE1,496,15:28:57,53.73491,-0.59459,1990,9,5.26,4.8,798.0,1588.5*A8CA",M0UPU,496,15:28:57,53.73491,-0.59459,1990,9,5.26,4.8,798.0,1588.5
"$$DOGE1,497,15:29:13,53.73482,-0.59490,1876,9,5.27,4.9,809.2,1475.2*EC17",2E0KPI,497,15:29:13,53.73482,-0.5949,1876,9,5.27,4.9,809.2,1475.2
"$$DOGE1,498,15:29:29,53.73472,-0.59530,1765,9,5.27,5.0,820.6,1360.2*AA33","M0UPU,2E0KPI",498,15:29:29,53.73472,-0.5953,1765,9,5.27,5.0,820.6,1360.2
"$$DOGE1,499,15:29:45,53.73463,-0.59569,1654,9,5.24,5.0,831.9,1248.2*1DB7",2E0KPI,499,15:29:45,53.73463,-0.59569,1654,9,5.24,5.0,831.9,1248.2
"$$DOGE1,501,15:30:17,53.73446,-0.59653,1417,9,5.27,5.1,856.5,1009.4*925E",2E0KPI,501,15:30:17,53.73446,-0.59653,1417,9,5.27,5.1,856.5,1009.4
"$$DOGE1,502,15:30:33,53.73439,-0.59733,1301,9,5.28,5.2,868.9,890.1*2BA2","M0UPU,2E0KPI",502,15:30:33,53.73439,-0.59733,1301,9,5.28,5.2,868.9,890.1
"$$DOGE1,504,15:31:05,53.73378,-0.59970,1069,9,5.28,5.4,894.4,651.0*3921","M0UPU,2E0KPI",504,15:31:05,53.73378,-0.5997,1069,9,5.28,5.4,894.4,651.0
"$$DOGE1,506,15:31:37,53.73323,-0.60278,829,9,5.25,5.6,920.1,414.5*6D22","M0UPU,2E0KPI",506,15:31:37,53.73323,-0.60278,829,9,5.25,5.6,920.1,414.5
"$$DOGE1,507,15:31:53,53.73296,-0.60419,711,9,5.25,5.7,933.2,296.7*F4EA",2E0KPI,507,15:31:53,53.73296,-0.60419,711,9,5.25,5.7,933.2,296.7
"$$DOGE1,508,15:32:09,53.73265,-0.60522,593,9,5.24,5.8,946.8,175.0*EC4B",M0UPU,508,15:32:09,53.73265,-0.60522,593,9,5.24,5.8,946.8,175.0
"$$DOGE1,509,15:32:25,53.73233,-0.60620,481,9,5.26,6.0,960.2,56.4*93C7","M0UPU,2E0KPI",509,15:32:25,53.73233,-0.6062,481,9,5.26,6.0,960.2,56.4
"$$DOGE1,510,15:32:41,53.73190,-0.60713,360,9,5.23,6.2,973.6,-60.2*9560","M0UPU,2E0KPI",510,15:32:41,53.7319,-0.60713,360,9,5.23,6.2,973.6,-60.2
"$$DOGE1,512,15:33:13,53.73126,-0.60836,133,9,5.27,5.7,933.2,296.7*2008",M0UPU-,512,15:33:13,53.73126,-0.60836,133,9,5.27,5.7,933.2,296.7
