_sentence,_receivers,sentence_id,time,latitude,longitude,satellites,altitude,flightmode,gps_mode,temperature,battery
"$$EDUPIC7,105,13:28:54,5354.77883,00104.73425,08,6486.8,0,0,7.75,1.42*8643","M0UPU,EDU001,F5APQ,G8FJG_1,DutchMillbt,G0WXI,G6GZH",105,13:28:54,53.9129805,1.07890417,8,6486.8,0,0,7.75,1.42
"$$EDUPIC7,106,13:31:24,5355.22988,00106.45730,07,6528.3,0,0,9.75,1.42*4191","EDU001,M0UPU,G8KNN,G8FJG_1,DutchMillbt,G0WXI,G6GZH",106,13:31:24,53.920498,1.10762167,7,6528.3,0,0,9.75,1.42
"$$EDUPIC7,107,13:33:54,5355.69089,00108.16936,06,6523.0,0,0,8.75,1.43*9759","M0UPU,EDU001,F5APQ,G8KNN,DutchMillbt,G0WXI,G6GZH",107,13:33:54,53.9281815,1.136156,6,6523.0,0,0,8.75,1.43
"$$EDUPIC7,108,13:36:24,5356.15747,00109.74638,06,6469.0,0,0,8,1.41*3B15","M0UPU,G8FJG_1,EDU001,F5APQ,G8KNN,PD1ODE,G0WXI,G6GZH",108,13:36:24,53.93595783,1.16243967,6,6469.0,0,0,8.0,1.41
"$$EDUPIC7,109,13:38:54,5356.58376,00111.22971,08,6498.6,0,0,7.25,1.42*303E","F5APQ,G8FJG_1,M0UPU,G8KNN,PD1ODE,G0WXI,G6GZH",109,13:38:54,53.94306267,1.18716183,8,6498.6,0,0,7.25,1.42
"$$EDUPIC7,110,13:41:24,5357.00177,00112.70309,08,6536.2,0,0,9.25,1.42*FCD9","F5APQ,EDU001,M0UPU,G8KNN,G8FJG_1,G0WXI,G6GZH",110,13:41:24,53.9500295,1.21171817,8,6536.2,0,0,9.25,1.42
"$$EDUPIC7,111,13:43:47,5357.43866,00114.08687,09,6559.2,0,0,7,1.4*3AFC","M0UPU,EDU001,F5APQ,G8KNN,G8FJG_1,NAVRAC2,DutchMillbt,G0WXI,G6GZH",111,13:43:47,53.957311,1.23478117,9,6559.2,0,0,7.0,1.4
"$$EDUPIC7,112,13:46:14,5357.92428,00115.42107,08,6519.8,0,0,8,1.41*B0D1","F5APQ,EDU001,M0UPU,G8KNN,G8FJG_1,NAVRAC2,G6GZH",112,13:46:14,53.96540467,1.25701783,8,6519.8,0,0,8.0,1.41
"$$EDUPIC7,113,13:48:44,5358.43714,00116.75861,06,6510.2,0,0,9.25,1.41*FBB7","M0UPU,EDU001,F5APQ,G8KNN,G8FJG_1,NAVRAC2,G6GZH",113,13:48:44,53.97395233,1.27931017,6,6510.2,0,0,9.25,1.41
"$$EDUPIC7,114,13:51:14,5358.90387,00118.11334,06,6544.7,0,0,7.25,1.42*C3A9","EDU001,M0UPU,G8KNN,G8FJG_1,NAVRAC2,G6GZH",114,13:51:14,53.98173117,1.301889,6,6544.7,0,0,7.25,1.42
"$$EDUPIC7,115,13:53:44,5359.37138,00119.49515,06,6483.9,0,0,10.75,1.43*3948","F5APQ,G8FJG_1,EDU001,PE2BZ,G8KNN,PD1ODE,NAVRAC2,DutchMillbt,G6GZH,M0UPU",115,13:53:44,53.989523,1.32491917,6,6483.9,0,0,10.75,1.43
"$$EDUPIC7,116,13:56:14,5359.80554,00120.92308,06,6408.4,0,0,11.75,1.43*24FB","PE2BZ,EDU001,M0UPU,G8KNN,G8FJG_1,NAVRAC2,DutchMillbt,G6GZH",116,13:56:14,53.996759,1.348718,6,6408.4,0,0,11.75,1.43
"$$EDUPIC7,117,13:58:44,5400.21466,00122.45435,06,6507.6,0,0,12.25,1.42*7B32","F5APQ,EDU001,PE2BZ,G8KNN,G8FJG_1,DutchMillbt,G6GZH,M0UPU",117,13:58:44,54.00357767,1.37423917,6,6507.6,0,0,12.25,1.42
"$$EDUPIC7,118,14:01:14,5400.65362,00124.01356,08,6547.0,0,0,12.5,1.43*BB01","F5APQ,EDU001,PE2BZ,G8KNN,G8FJG_1,NAVRAC2,G6GZH,M0UPU",118,14:01:14,54.01089367,1.400226,8,6547.0,0,0,12.5,1.43
"$$EDUPIC7,119,14:03:44,5401.10079,00125.55657,06,6480.5,0,0,8.25,1.42*BA29","F5APQ,G8FJG_1,M0UPU,G8KNN,PD1ODE,DutchMillbt,G6GZH",119,14:03:44,54.0183465,1.42594283,6,6480.5,0,0,8.25,1.42
"$$EDUPIC7,120,14:06:14,5401.53617,00127.05828,07,6485.0,0,0,9,1.41*D78E","PE2BZ,EDU001,F5APQ,G8KNN,G8FJG_1,G6GZH,M0UPU",120,14:06:14,54.02560283,1.45097133,7,6485.0,0,0,9.0,1.41
"$$EDUPIC7,121,14:08:45,5401.95283,00128.55541,10,6525.8,0,0,7.25,1.38*4892","PE2BZ,M0UPU,F5APQ,G6GZH,G8KNN",121,14:08:45,54.03254717,1.4759235,10,6525.8,0,0,7.25,1.38
"$$EDUPIC7,122,14:11:14,5402.40876,00130.09548,07,6519.8,0,0,4.5,1.4*C683","F5APQ,EDU001,PE2BZ,G8KNN,G8FJG_1,G6GZH,PD1ODE,M0UPU",122,14:11:14,54.040146,1.50159133,7,6519.8,0,0,4.5,1.4
"$$EDUPIC7,123,14:13:44,5402.86934,00131.63855,07,6499.9,0,0,3.5,1.4*3197","PE2BZ,EDU001,F5APQ,G8KNN,G8FJG_1,G6GZH",123,14:13:44,54.04782233,1.52730917,7,6499.9,0,0,3.5,1.4
"$$EDUPIC7,124,14:16:14,5403.38699,00133.15731,09,6477.1,0,0,2,1.39*332D","PE2BZ,F5APQ,G8KNN,G6GZH",124,14:16:14,54.05644983,1.55262183,9,6477.1,0,0,2.0,1.39
"$$EDUPIC7,125,14:18:44,5403.92586,00134.67061,09,6441.4,0,0,-1.25,1.39*CCDB","F5APQ,EDU001,PE2BZ,G8KNN,G8FJG_1,DutchMillbt,G6GZH,M0UPU",125,14:18:44,54.065431,1.5778435,9,6441.4,0,0,-1.25,1.39
"$$EDUPIC7,127,14:23:44,5404.96692,00137.64592,08,6471.7,0,0,3,1.39*C3C7","PE2BZ,PD1ODE,F5APQ,G8KNN,G8FJG_1,G6GZH,M0UPU",127,14:23:44,54.082782,1.627432,8,6471.7,0,0,3.0,1.39
"$$EDUPIC7,128,14:26:14,5405.51223,00139.17150,06,6439.7,0,0,1.5,1.39*ACD4","F5APQ,PE2BZ,G8KNN,G8FJG_1,DutchMillbt,G6GZH,M0UPU",128,14:26:14,54.0918705,1.65285833,6,6439.7,0,0,1.5,1.39
"$$EDUPIC7,129,14:28:44,5406.06935,00140.73906,07,6416.2,0,0,-0.5,1.38*2C0D","F5APQ,PE2BZ,M0UPU,G8KNN,G8FJG_1,G6GZH",129,14:28:44,54.10115583,1.67898433,7,6416.2,0,0,-0.5,1.38
"$$EDUPIC7,130,14:31:14,5406.62759,00142.30029,08,6467.1,0,0,-1.25,1.38*A920","PE2BZ,F5APQ,G8KNN,G8FJG_1,DutchMillbt,G6GZH,M0UPU",130,14:31:14,54.11045983,1.70500483,8,6467.1,0,0,-1.25,1.38
"$$EDUPIC7,131,14:33:44,5407.15869,00143.85900,07,6512.1,0,0,-3.5,1.39*65EB","F5APQ,EDU001,PE2BZ,G8KNN,G8FJG_1,DutchMillbt,G6GZH,M0UPU",131,14:33:44,54.1193115,1.73098333,7,6512.1,0,0,-3.5,1.39
"$$EDUPIC7,133,14:38:44,5408.14759,00146.92708,08,6401.8,0,0,-2.25,1.38*5017","PE2BZ,M0UPU,F5APQ,G8KNN,G6GZH",133,14:38:44,54.13579317,1.782118,8,6401.8,0,0,-2.25,1.38
"$$EDUPIC7,134,14:41:14,5408.64610,00148.45318,07,6389.1,0,0,-3,1.39*A489","PE2BZ,F5APQ,G8KNN,G8FJG_1,G6GZH,M0UPU",134,14:41:14,54.14410167,1.807553,7,6389.1,0,0,-3.0,1.39
"$$EDUPIC7,135,14:43:44,5409.20570,00149.97932,07,6369.4,0,0,-1.5,1.39*5428","F5APQ,DutchMillbt,G8KNN,M0UPU",135,14:43:44,54.15342833,1.83298867,7,6369.4,0,0,-1.5,1.39
"$$EDUPIC7,136,14:46:14,5409.79236,00151.57088,07,6432.3,0,0,0,1.4*DC6F","PE2BZ,F5APQ,M0UPU,G8KNN,G6GZH",136,14:46:14,54.163206,1.85951467,7,6432.3,0,0,0.0,1.4
"$$EDUPIC7,137,14:48:44,5410.35842,00153.20431,08,6482.6,0,0,0.5,1.4*6495","PE2BZ,F5APQ,G8KNN,DutchMillbt,G6GZH,M0UPU",137,14:48:44,54.17264033,1.8867385,8,6482.6,0,0,0.5,1.4
"$$EDUPIC7,138,14:51:14,5410.93751,00154.84940,08,6481.8,0,0,2.75,1.39*E532","PE2BZ,F5APQ,G8KNN,DutchMillbt",138,14:51:14,54.18229183,1.91415667,8,6481.8,0,0,2.75,1.39
"$$EDUPIC7,139,14:53:44,5411.49393,00156.41563,08,6449.6,0,0,0.25,1.39*4E31","PE2BZ,F5APQ,M0UPU,G8KNN,DutchMillbt",139,14:53:44,54.1915655,1.9402605,8,6449.6,0,0,0.25,1.39
"$$EDUPIC7,140,14:56:14,5412.05710,00157.98927,08,6427.3,0,0,1,1.4*59E0","M0UPU,F5APQ,PE2BZ,G6GZH,G8KNN",140,14:56:14,54.20095167,1.96648783,8,6427.3,0,0,1.0,1.4
"$$EDUPIC7,141,14:58:44,5412.59444,00159.58035,08,6407.5,0,0,3.25,1.4*F8D3","PE2BZ,F5APQ,G8KNN,DutchMillbt,G6GZH,M0UPU",141,14:58:44,54.20990733,1.99300583,8,6407.5,0,0,3.25,1.4
"$$EDUPIC7,142,15:01:14,5413.08980,00201.23455,08,6457.0,0,0,3.25,1.39*FEB3","PE2BZ,DutchMillbt,F5APQ,G8KNN,G6GZH",142,15:01:14,54.21816333,2.02057583,8,6457.0,0,0,3.25,1.39
"$$EDUPIC7,143,15:03:44,5413.58121,00202.87558,08,6477.5,0,0,1,1.39*93DB","F5APQ,M0UPU,PE2BZ,G8KNN,PD1ODE",143,15:03:44,54.2263535,2.04792633,8,6477.5,0,0,1.0,1.39
"$$EDUPIC7,144,15:06:14,5414.12209,00204.41514,07,6500.8,0,0,0.5,1.4*A57b",M0UPU,144,15:06:14,54.23536817,2.07358567,7,6500.8,0,0,0.5,1.4
"$$EDUPIC7,144,15:06:14,5414.12209,00204.41514,07,6500.8,0,0,0.5,1.4*A57B","F5APQ,DutchMillbt,PE2BZ,G8KNN,M0UPU",144,15:06:14,54.23536817,2.07358567,7,6500.8,0,0,0.5,1.4
"$$EDUPIC7,145,15:08:44,5414.68366,00205.86951,07,6426.0,0,0,2.75,1.4*E70C","PE2BZ,M0UPU,G6GZH,G8KNN,DutchMillbt",145,15:08:44,54.24472767,2.09782517,7,6426.0,0,0,2.75,1.4
"$$EDUPIC7,147,15:13:44,5415.66157,00208.99290,07,6331.5,0,0,3,1.39*5C23","PE2BZ,DutchMillbt,G8KNN,G6GZH,M0UPU",147,15:13:44,54.26102617,2.14988167,7,6331.5,0,0,3.0,1.39
"$$EDUPIC7,148,15:16:14,5416.10007,00210.65279,08,6488.8,0,0,1.25,1.4*1EE4","PE2BZ,DutchMillbt,G8KNN,M0UPU",148,15:16:14,54.2683345,2.1775465,8,6488.8,0,0,1.25,1.4
"$$EDUPIC7,149,15:18:44,5416.56239,00212.32588,06,6510.6,0,0,-1,1.4*80A4","M0UPU,DutchMillbt,PE2BZ,G6GZH,G8KNN",149,15:18:44,54.27603983,2.20543133,6,6510.6,0,0,-1.0,1.4
"$$EDUPIC7,150,15:21:14,5417.05548,00213.91296,09,6432.3,0,0,-0.25,1.38*C2F8","PE2BZ,DutchMillbt,G6GZH,G8KNN,M0UPU",150,15:21:14,54.284258,2.23188267,9,6432.3,0,0,-0.25,1.38
"$$EDUPIC7,151,15:23:44,5417.55479,00215.45479,09,6385.1,0,0,-0.25,1.39*A627","PE2BZ,DutchMillbt,G8KNN,M0UPU",151,15:23:44,54.29257983,2.25757983,9,6385.1,0,0,-0.25,1.39
"$$EDUPIC7,152,15:26:14,5418.01436,00217.05367,07,6355.0,0,0,-1.5,1.39*1CCB","PE2BZ,DutchMillbt,G6GZH,M0UPU",152,15:26:14,54.30023933,2.28422783,7,6355.0,0,0,-1.5,1.39
"$$EDUPIC7,153,15:28:44,5418.45717,00218.69998,08,6392.3,0,0,-2.75,1.39*A47C","PE2BZ,DutchMillbt,PD1ODE,pd3jag,G8KNN",153,15:28:44,54.3076195,2.31166633,8,6392.3,0,0,-2.75,1.39
"$$EDUPIC7,154,15:31:14,5418.87097,00220.31984,09,6397.7,0,0,-3,1.37*5190","M0UPU,DutchMillbt,PE2BZ,pd3jag,G8KNN",154,15:31:14,54.31451617,2.338664,9,6397.7,0,0,-3.0,1.37
"$$EDUPIC7,155,15:33:44,5419.35699,00221.92625,09,6421.9,0,0,-3.25,1.38*E533","PE2BZ,DutchMillbt,G6GZH,G8KNN,M0UPU",155,15:33:44,54.3226165,2.3654375,9,6421.9,0,0,-3.25,1.38
"$$EDUPIC7,157,15:38:44,5420.34012,00225.02045,11,6357.1,0,0,-8.5,1.36*2C2E","PE2BZ,DutchMillbt,G8KNN,M0UPU",157,15:38:44,54.339002,2.4170075,11,6357.1,0,0,-8.5,1.36
"$$EDUPIC7,158,15:41:14,5420.80759,00226.56565,08,6293.7,0,0,-8,1.36*987A","PE2BZ,M0UPU,G8KNN",158,15:41:14,54.34679317,2.44276083,8,6293.7,0,0,-8.0,1.36
"$$EDUPIC7,159,15:43:44,5421.26803,00228.12679,08,6274.2,0,0,-9,1.34*1A69","PE2BZ,M0UPU,F5APQ,G8KNN,DutchMillbt",159,15:43:44,54.35446717,2.46877983,8,6274.2,0,0,-9.0,1.34
"$$EDUPIC7,160,15:46:14,5421.74485,00229.65903,11,6346.4,0,0,-10,1.35*6AE1","PE2BZ,F5APQ,G8KNN,G6GZH,M0UPU",160,15:46:14,54.36241417,2.49431717,11,6346.4,0,0,-10.0,1.35
"$$EDUPIC7,161,15:48:44,5422.21286,00231.17792,10,6339.7,0,0,-10.75,1.35*316C","PE2BZ,F5APQ,G8KNN,DutchMillbt,G6GZH,M0UPU",161,15:48:44,54.37021433,2.519632,10,6339.7,0,0,-10.75,1.35
"$$EDUPIC7,162,15:51:14,5422.65374,00232.69073,08,6284.8,0,0,-10.75,1.34*3D3F","PE2BZ,F5APQ,G8KNN,DutchMillbt,G6GZH,M0UPU",162,15:51:14,54.37756233,2.5448455,8,6284.8,0,0,-10.75,1.34
"$$EDUPIC7,163,15:53:44,5423.08540,00234.17440,10,6266.1,0,0,-10.5,1.35*664F","PE2BZ,DutchMillbt,G8KNN,M0UPU",163,15:53:44,54.38475667,2.56957333,10,6266.1,0,0,-10.5,1.35
"$$EDUPIC7,164,15:56:14,5423.52772,00235.64617,10,6316.8,0,0,-11.25,1.34*B407","PE2BZ,DutchMillbt,M0UPU",164,15:56:14,54.39212867,2.59410283,10,6316.8,0,0,-11.25,1.34
"$$EDUPIC7,165,15:58:44,5423.97956,00237.14753,11,6336.0,0,0,-11.75,1.34*2E90","PE2BZ,F5APQ,DutchMillbt,G8KNN,M0UPU",165,15:58:44,54.39965933,2.6191255,11,6336.0,0,0,-11.75,1.34
"$$EDUPIC7,166,16:01:14,5424.41880,00238.68437,10,6291.9,0,0,-12.5,1.33*DDEC","PE2BZ,DutchMillbt,F5APQ,G6GZH,M0UPU",166,16:01:14,54.40698,2.6447395,10,6291.9,0,0,-12.5,1.33
"$$EDUPIC7,167,16:03:44,5424.86251,00240.22473,10,6223.9,0,0,-13,1.34*B627","F5APQ,DutchMillbt,PE2BZ,G6GZH,M0UPU",167,16:03:44,54.41437517,2.67041217,10,6223.9,0,0,-13.0,1.34
"$$EDUPIC7,168,16:06:14,5425.31013,00241.79588,10,6212.0,0,0,-13.25,1.33*87D7","M0UPU,DutchMillbt,F5APQ,PE2BZ,G6GZH",168,16:06:14,54.4218355,2.696598,10,6212.0,0,0,-13.25,1.33
"$$EDUPIC7,169,16:08:44,5425.79676,00243.37713,11,6256.5,0,0,-13.75,1.34*16A9","PE2BZ,DutchMillbt,G6GZH,M0UPU",169,16:08:44,54.429946,2.72295217,11,6256.5,0,0,-13.75,1.34
"$$EDUPIC7,170,16:11:14,5426.27757,00244.95897,09,6261.5,0,0,-14,1.33*1C00","PE2BZ,DutchMillbt,M0UPU,G6GZH,pd3jag",170,16:11:14,54.4379595,2.74931617,9,6261.5,0,0,-14.0,1.33
"$$EDUPIC7,171,16:13:44,5426.75258,00246.52516,08,6171.5,0,0,-14.25,1.32*468B","PE2BZ,G6GZH,F5APQ,DutchMillbt,pd3jag,M0UPU",171,16:13:44,54.44587633,2.77541933,8,6171.5,0,0,-14.25,1.32
"$$EDUPIC7,172,16:16:14,5427.23386,00248.14683,10,6177.3,0,0,-14.25,1.32*D327","PE2BZ,M0UPU,G6GZH",172,16:16:14,54.45389767,2.80244717,10,6177.3,0,0,-14.25,1.32
"$$EDUPIC7,173,16:18:44,5427.69155,00249.84265,09,6263.6,0,0,-14.25,1.33*DD8A","M0UPU,DutchMillbt,PE2BZ,G6GZH",173,16:18:44,54.46152583,2.83071083,9,6263.6,0,0,-14.25,1.33
"$$EDUPIC7,175,16:23:44,5428.72190,00253.27693,07,6229.4,0,0,-14.75,1.32*C03F","PE2BZ,M0UPU,pd3jag",175,16:23:44,54.47869833,2.88794883,7,6229.4,0,0,-14.75,1.32
"$$EDUPIC7,176,16:26:14,5429.22230,00254.99683,08,6201.3,0,0,-15,1.32*CA05","PE2BZ,M0UPU,pd3jag",176,16:26:14,54.48703833,2.91661383,8,6201.3,0,0,-15.0,1.32
"$$EDUPIC7,177,16:28:44,5429.76420,00256.69981,09,6198.3,0,0,-15,1.32*7F87","PE2BZ,M0UPU,MH",177,16:28:44,54.49607,2.94499683,9,6198.3,0,0,-15.0,1.32
"$$EDUPIC7,179,16:33:44,5430.81082,00300.03595,08,6185.4,0,0,-14.75,1.32*EDD6",M0UPU,179,16:33:44,54.51351367,3.00059917,8,6185.4,0,0,-14.75,1.32
"$$EDUPIC7,180,16:36:14,5431.22391,00301.69860,09,6196.9,0,0,-14.5,1.33*42A0",PE2BZ,180,16:36:14,54.5203985,3.02831,9,6196.9,0,0,-14.5,1.33
"$$EDUPIC7,181,16:38:44,5431.66214,00303.37762,07,6235.0,0,0,-14.75,1.32*D3A7","PE2BZ,M0UPU",181,16:38:44,54.52770233,3.05629367,7,6235.0,0,0,-14.75,1.32
"$$EDUPIC7,182,16:41:14,5432.15326,00305.04581,09,6279.8,0,0,-15,1.33*5EB5","PE2BZ,M0UPU",182,16:41:14,54.53588767,3.08409683,9,6279.8,0,0,-15.0,1.33
"$$EDUPIC7,184,16:46:14,5432.98395,00308.34925,08,6165.0,0,0,-15,1.32*D3C1",PE2BZ,184,16:46:14,54.5497325,3.13915417,8,6165.0,0,0,-15.0,1.32
"$$EDUPIC7,186,16:51:14,5433.87868,00311.74909,07,6246.5,0,0,-15,1.32*3CF7","PE2BZ,M0UPU,MH",186,16:51:14,54.56464467,3.19581817,7,6246.5,0,0,-15.0,1.32
"$$EDUPIC7,188,16:56:14,5434.60915,00315.00400,07,6227.7,0,0,-15,1.32*C6DA","PE2BZ,M0UPU",188,16:56:14,54.57681917,3.25006667,7,6227.7,0,0,-15.0,1.32
"$$EDUPIC7,189,16:58:44,5434.96305,00316.62175,07,6220.5,0,0,-15,1.33*7095",PE2BZ,189,16:58:44,54.5827175,3.27702917,7,6220.5,0,0,-15.0,1.33
"$$EDUPIC7,190,17:01:14,5435.33276,00318.22258,10,6192.4,0,0,-15,1.32*43F8",PE2BZ,190,17:01:14,54.58887933,3.30370967,10,6192.4,0,0,-15.0,1.32
"$$EDUPIC7,191,17:03:44,5435.69878,00319.85273,08,6146.1,0,0,-15,1.32*6F32","PE2BZ,M0UPU",191,17:03:44,54.59497967,3.33087883,8,6146.1,0,0,-15.0,1.32
"$$EDUPIC7,192,17:06:14,5436.03985,00321.47559,07,6214.4,0,0,-15,1.33*C30D","M0UPU,PE2BZ",192,17:06:14,54.60066417,3.3579265,7,6214.4,0,0,-15.0,1.33
"$$EDUPIC7,193,17:08:44,5436.37135,00323.07556,08,6298.9,0,0,-15.25,1.32*745C","PE2BZ,M0UPU,MH",193,17:08:44,54.60618917,3.38459267,8,6298.9,0,0,-15.25,1.32
"$$EDUPIC7,194,17:11:14,5436.70140,00324.66229,07,6256.3,0,0,-15.5,1.32*7826","PE1ANS,PE2BZ,MH",194,17:11:14,54.61169,3.41103817,7,6256.3,0,0,-15.5,1.32
"$$EDUPIC7,195,17:13:44,5437.01272,00326.23358,06,6187.7,0,0,-15.25,1.32*AD39","PE2BZ,PE1ANS,MH,M0UPU",195,17:13:44,54.61687867,3.43722633,6,6187.7,0,0,-15.25,1.32
"$$EDUPIC7,196,17:16:14,5437.34493,00327.83712,09,6169.5,0,0,-15.25,1.33*2B50","PE1ANS,MH",196,17:16:14,54.6224155,3.463952,9,6169.5,0,0,-15.25,1.33
"$$EDUPIC7,197,17:18:44,5437.67903,00329.48594,08,6231.1,0,0,-15.25,1.33*F359","PE2BZ,PE1ANS,MH,M0UPU",197,17:18:44,54.62798383,3.49143233,8,6231.1,0,0,-15.25,1.33
"$$EDUPIC7,198,17:21:14,5438.02672,00331.10668,09,6256.4,0,0,-15.25,1.32*6458","PE1ANS,MH",198,17:21:14,54.63377867,3.51844467,9,6256.4,0,0,-15.25,1.32
"$$EDUPIC7,199,17:23:44,5438.35085,00332.67014,09,6219.0,0,0,-15.5,1.32*A815","PE1ANS,MH",199,17:23:44,54.63918083,3.54450233,9,6219.0,0,0,-15.5,1.32
"$$EDUPIC7,200,17:26:14,5438.66094,00334.21888,07,6165.7,0,0,-15.5,1.32*7E51","PE1ANS,MH",200,17:26:14,54.644349,3.57031467,7,6165.7,0,0,-15.5,1.32
"$$EDUPIC7,201,17:28:44,5439.00376,00335.76381,07,6172.7,0,0,-15.25,1.32*3C39","PE1ANS,PE2BZ,MH",201,17:28:44,54.65006267,3.5960635,7,6172.7,0,0,-15.25,1.32
"$$EDUPIC7,202,17:31:14,5439.35761,00337.35937,07,6236.9,0,0,-15.25,1.3*4517","PE2BZ,PE1ANS,MH",202,17:31:14,54.65596017,3.62265617,7,6236.9,0,0,-15.25,1.3
"$$EDUPIC7,203,17:33:44,5439.71110,00338.91304,08,6254.2,0,0,-15.5,1.32*2C52","PE1ANS,MH",203,17:33:44,54.66185167,3.64855067,8,6254.2,0,0,-15.5,1.32
"$$EDUPIC7,204,17:36:14,5440.02267,00340.44021,08,6233.0,0,0,-15.5,1.33*B692","PE1ANS,MH",204,17:36:14,54.6670445,3.6740035,8,6233.0,0,0,-15.5,1.33
"$$EDUPIC7,205,17:38:44,5440.30051,00341.92083,08,6228.5,0,0,-15.75,1.32*2DCB","PE1ANS,MH",205,17:38:44,54.67167517,3.6986805,8,6228.5,0,0,-15.75,1.32
"$$EDUPIC7,206,17:41:14,5440.58847,00343.37694,08,6227.9,0,0,-15.75,1.32*6CAA","PE1ANS,MH",206,17:41:14,54.6764745,3.722949,8,6227.9,0,0,-15.75,1.32
"$$EDUPIC7,207,17:43:44,5440.88924,00344.83416,08,6202.1,0,0,-15.5,1.32*75E2","PE1ANS,PE2BZ,MH",207,17:43:44,54.68148733,3.747236,8,6202.1,0,0,-15.5,1.32
"$$EDUPIC7,208,17:46:14,5441.17695,00346.28295,07,6175.0,0,0,-15.75,1.32*29E4","PE2BZ,PE1ANS,MH",208,17:46:14,54.6862825,3.7713825,7,6175.0,0,0,-15.75,1.32
"$$EDUPIC7,209,17:48:44,5441.46918,00347.72499,08,6170.9,0,0,-15.5,1.32*3D6B","PE1ANS,PE2BZ,MH",209,17:48:44,54.691153,3.7954165,8,6170.9,0,0,-15.5,1.32
"$$EDUPIC7,210,17:51:14,5441.77767,00349.21760,09,6161.5,0,0,-15.5,1.33*D3AB","PE1ANS,PE2BZ,MH",210,17:51:14,54.6962945,3.82029333,9,6161.5,0,0,-15.5,1.33
"$$EDUPIC7,211,17:53:44,5442.10836,00350.73297,08,6185.7,0,0,-15.5,1.33*38F3","PE2BZ,PE1ANS,MH",211,17:53:44,54.701806,3.8455495,8,6185.7,0,0,-15.5,1.33
"$$EDUPIC7,212,17:56:14,5442.46173,00352.31246,09,6164.6,0,0,-15.5,1.32*4DD4","PE1ANS,PE2BZ,MH",212,17:56:14,54.7076955,3.87187433,9,6164.6,0,0,-15.5,1.32
"$$EDUPIC7,213,17:58:44,5442.82553,00353.91238,08,6184.6,0,0,-15.5,1.32*8BF5","PE2BZ,PE1ANS,MH",213,17:58:44,54.71375883,3.89853967,8,6184.6,0,0,-15.5,1.32
"$$EDUPIC7,214,18:01:14,5443.17435,00355.49490,10,6189.1,0,0,-15.25,1.32*78D0","PE1ANS,MH",214,18:01:14,54.7195725,3.924915,10,6189.1,0,0,-15.25,1.32
"$$EDUPIC7,215,18:03:44,5443.49905,00357.05271,10,6215.2,0,0,-15.5,1.33*93E5","PE1ANS,MH",215,18:03:44,54.72498417,3.9508785,10,6215.2,0,0,-15.5,1.33
"$$EDUPIC7,216,18:06:14,5443.78783,00358.58858,10,6203.8,0,0,-15.5,1.32*E2C6","PE1ANS,MH",216,18:06:14,54.72979717,3.97647633,10,6203.8,0,0,-15.5,1.32
"$$EDUPIC7,217,18:08:44,5444.05657,00400.06721,09,6169.0,0,0,-15.5,1.32*D307","PE1ANS,MH",217,18:08:44,54.73427617,4.00112017,9,6169.0,0,0,-15.5,1.32
"$$EDUPIC7,218,18:11:14,5444.33442,00401.53159,08,6183.8,0,0,-15.75,1.33*9FE6","PE1ANS,MH",218,18:11:14,54.738907,4.0255265,8,6183.8,0,0,-15.75,1.33
"$$EDUPIC7,219,18:13:44,5444.62142,00402.99733,09,6192.3,0,0,-15.75,1.32*CA0E","PE1ANS,MH",219,18:13:44,54.74369033,4.0499555,9,6192.3,0,0,-15.75,1.32
