_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,speed,satellites,gps_lock,temperature_internal,temperature_external,battery
"$$MTG002,54,00:00:00,00.0000,000.0000,00000,000,00,0,52,37,304*6686",VK3XCO-12,54,00:00:00,0.0,0.0,0,0,0,0,52,37,304
"$$MTG002,52,00:00:00,00.0000,000.0000,00000,000,00,0,52,37,304*6D27",VK3XCO-12,52,00:00:00,0.0,0.0,0,0,0,0,52,37,304
"$$MTG002,37,00:00:00,00.0000,000.0000,00000,000,00,0,46,31,313*9130",VK3XCO-12,37,00:00:00,0.0,0.0,0,0,0,0,46,31,313
"$$MTG002,22,00:00:00,00.0000,000.0000,00000,000,00,0,43,31,326*D5E5",VK3XCO-12,22,00:00:00,0.0,0.0,0,0,0,0,43,31,326
"$$MTG002,9,00:00:00,00.0000,000.0000,00000,000,00,0,44,32,306*5B1F",VK3XCO-12,9,00:00:00,0.0,0.0,0,0,0,0,44,32,306
"$$MTG002,61,00:13:06,-37.0001,145.8057,00351,000,06,0,48,37,309*69C4",VK3XCO-12,61,00:13:06,-37.0001,145.8057,351,0,6,0,48,37,309
"$$MTG002,59,00:13:06,-37.0001,145.8057,00351,000,06,1,48,37,309*3A61",VK3XCO-12,59,00:13:06,-37.0001,145.8057,351,0,6,1,48,37,309
"$$MTG002,60,00:13:06,-37.0001,145.8057,00351,000,06,0,48,37,309*E638",VK3XCO-12,60,00:13:06,-37.0001,145.8057,351,0,6,0,48,37,309
"$$MTG002,62,00:14:33,-37.0001,145.8057,00351,000,06,0,48,37,309*8C34",VK3XCO-12,62,00:14:33,-37.0001,145.8057,351,0,6,0,48,37,309
"$$MTG002,63,00:14:39,-37.0002,145.8061,00351,017,06,1,48,37,309*7CD6",VK3XCO-12,63,00:14:39,-37.0002,145.8061,351,17,6,1,48,37,309
"$$MTG002,64,00:14:39,-37.0002,145.8061,00351,017,06,1,48,37,309*E341",VK3XCO-12,64,00:14:39,-37.0002,145.8061,351,17,6,1,48,37,309
"$$MTG002,65,00:14:45,-37.0002,145.8061,00351,017,04,0,48,37,309*222A",VK3XCO-12,65,00:14:45,-37.0002,145.8061,351,17,4,0,48,37,309
"$$MTG002,66,00:14:45,-37.0002,145.8061,00351,017,04,0,48,37,309*A20F",VK3XCO-12,66,00:14:45,-37.0002,145.8061,351,17,4,0,48,37,309
"$$MTG002,67,00:14:58,-37.0002,145.8061,00351,017,04,0,48,37,309*AE8F",VK3XCO-12,67,00:14:58,-37.0002,145.8061,351,17,4,0,48,37,309
"$$MTG002,69,00:15:16,-37.0000,145.8060,00351,012,04,1,48,37,309*2152",VK3XCO-12,69,00:15:16,-37.0,145.806,351,12,4,1,48,37,309
"$$MTG002,68,00:15:16,-37.0000,145.8060,00351,012,04,1,48,37,309*AEAE",VK3XCO-12,68,00:15:16,-37.0,145.806,351,12,4,1,48,37,309
"$$MTG002,79,00:18:53,-37.0000,145.8057,00357,004,08,0,54,38,307*DF78",VK3XCO-12,79,00:18:53,-37.0,145.8057,357,4,8,0,54,38,307
"$$MTG002,83,00:20:08,-36.9998,145.8055,00340,006,09,0,54,38,307*F870",VK3XCO-12,83,00:20:08,-36.9998,145.8055,340,6,9,0,54,38,307
"$$MTG002,82,00:20:08,-36.9998,145.8055,00340,006,09,1,54,38,307*AFC5",VK3XCO-12,82,00:20:08,-36.9998,145.8055,340,6,9,1,54,38,307
"$$MTG002,81,00:20:08,-36.9998,145.8055,00357,006,08,0,54,38,307*EF25",VK3XCO-12,81,00:20:08,-36.9998,145.8055,357,6,8,0,54,38,307
"$$MTG002,80,00:20:08,-36.9998,145.8055,00357,006,08,1,54,38,307*B890",VK3XCO-12,80,00:20:08,-36.9998,145.8055,357,6,8,1,54,38,307
"$$MTG002,84,00:20:21,-36.9997,145.8054,00340,004,09,1,54,38,307*9F6E",VK3XCO-12,84,00:20:21,-36.9997,145.8054,340,4,9,1,54,38,307
"$$MTG002,94,00:24:04,-37.0005,145.8060,00675,009,08,0,52,38,307*FC2D",VK3XCO-12,94,00:24:04,-37.0005,145.806,675,9,8,0,52,38,307
"$$MTG002,92,00:24:04,-37.0005,145.8060,00340,009,09,0,52,38,307*EEF8",VK3XCO-12,92,00:24:04,-37.0005,145.806,340,9,9,0,52,38,307
"$$MTG002,93,00:24:04,-37.0005,145.8060,00675,009,08,1,52,38,307*BBF3",VK3XCO-12,93,00:24:04,-37.0005,145.806,675,9,8,1,52,38,307
"$$MTG002,95,00:25:16,-37.0030,145.8066,00675,020,08,1,52,38,307*ECC2",VK3XCO-12,95,00:25:16,-37.003,145.8066,675,20,8,1,52,38,307
"$$MTG002,105,00:27:50,-37.0088,145.8109,00675,017,08,0,48,37,310*776B",VK3XCO-12,105,00:27:50,-37.0088,145.8109,675,17,8,0,48,37,310
"$$MTG002,106,00:28:37,-37.0099,145.8127,00675,017,08,1,48,37,310*F020",VK3XCO-12,106,00:28:37,-37.0099,145.8127,675,17,8,1,48,37,310
"$$MTG002,107,00:28:37,-37.0099,145.8127,00675,017,08,0,48,37,310*A795",VK3XCO-12,107,00:28:37,-37.0099,145.8127,675,17,8,0,48,37,310
"$$MTG002,108,00:30:03,-37.0115,145.8162,00675,021,08,1,48,37,310*EB33",VK3XCO-12,108,00:30:03,-37.0115,145.8162,675,21,8,1,48,37,310
"$$MTG002,109,00:30:26,-37.0117,145.8175,00675,018,08,1,48,37,310*B21A",VK3XCO-12,109,00:30:26,-37.0117,145.8175,675,18,8,1,48,37,310
"$$MTG002,118,00:32:47,-37.0148,145.8287,01131,029,08,0,47,36,310*06F4",VK3XCO-12,118,00:32:47,-37.0148,145.8287,1131,29,8,0,47,36,310
"$$MTG002,119,00:32:47,-37.0148,145.8287,01131,029,08,0,47,36,310*8908",VK3XCO-12,119,00:32:47,-37.0148,145.8287,1131,29,8,0,47,36,310
"$$MTG002,121,00:33:47,-37.0159,145.8341,01131,035,08,0,47,36,310*03DE",VK3XCO-12,121,00:33:47,-37.0159,145.8341,1131,35,8,0,47,36,310
"$$MTG002,120,00:33:47,-37.0159,145.8341,01131,035,08,1,47,36,310*546B",VK3XCO-12,120,00:33:47,-37.0159,145.8341,1131,35,8,1,47,36,310
"$$MTG002,122,00:35:04,-37.0169,145.8427,01131,045,08,1,47,36,310*2F97",VK3XCO-12,122,00:35:04,-37.0169,145.8427,1131,45,8,1,47,36,310
"$$MTG002,131,00:38:00,-37.0202,145.8654,01442,043,08,0,47,35,310*0E01",VK3XCO-12,131,00:38:00,-37.0202,145.8654,1442,43,8,0,47,35,310
"$$MTG002,132,00:38:06,-37.0204,145.8662,01442,042,08,1,47,35,310*DA10",VK3XCO-12,132,00:38:06,-37.0204,145.8662,1442,42,8,1,47,35,310
"$$MTG002,134,00:38:29,-37.0212,145.8692,01442,045,08,0,47,35,310*B091",VK3XCO-12,134,00:38:29,-37.0212,145.8692,1442,45,8,0,47,35,310
"$$MTG002,144,00:42:31,-37.0344,145.9030,02006,056,08,0,48,34,306*17E0",VK3XCO-12,144,00:42:31,-37.0344,145.903,2006,56,8,0,48,34,306
"$$MTG002,145,00:43:36,-37.0376,145.9127,02059,056,07,1,48,34,306*FDB2",VK3XCO-12,145,00:43:36,-37.0376,145.9127,2059,56,7,1,48,34,306
"$$MTG002,147,00:44:20,-37.0392,145.9191,02059,049,07,0,48,34,306*3AB9",VK3XCO-12,147,00:44:20,-37.0392,145.9191,2059,49,7,0,48,34,306
"$$MTG002,146,00:44:20,-37.0392,145.9191,02059,049,07,1,48,34,306*6D0C",VK3XCO-12,146,00:44:20,-37.0392,145.9191,2059,49,7,1,48,34,306
"$$MTG002,148,00:44:32,-37.0396,145.9208,02059,054,07,1,48,34,306*F0BA",VK3XCO-12,148,00:44:32,-37.0396,145.9208,2059,54,7,1,48,34,306
"$$MTG002,153,00:46:53,-37.0446,145.9431,02344,061,08,1,45,33,310*0041",vk3tbc-15,153,00:46:53,-37.0446,145.9431,2344,61,8,1,45,33,310
"$$MTG002,156,00:47:07,-37.0452,145.9455,02344,060,08,0,44,32,309*9261",VK3XCO-12,156,00:47:07,-37.0452,145.9455,2344,60,8,0,44,32,309
"$$MTG002,158,00:48:51,-37.0493,145.9649,02344,069,08,0,44,32,309*184D","vk3tbc-15,VK3XCO-12",158,00:48:51,-37.0493,145.9649,2344,69,8,0,44,32,309
"$$MTG002,160,00:48:51,-37.0493,145.9649,02497,069,07,0,44,32,309*6034",VK3XCO-12,160,00:48:51,-37.0493,145.9649,2497,69,7,0,44,32,309
"$$MTG002,159,00:48:51,-37.0493,145.9649,02497,069,07,1,44,32,309*BC6D",VK3XCO-12,159,00:48:51,-37.0493,145.9649,2497,69,7,1,44,32,309
"$$MTG002,157,00:48:51,-37.0493,145.9649,02344,069,08,1,44,32,309*60F7","vk3tbc-15,VK3XCO-12",157,00:48:51,-37.0493,145.9649,2344,69,8,1,44,32,309
"$$MTG002,172,00:52:25,-37.0584,146.0063,02611,071,06,0,46,30,304*9EB3","vk3fadi,vk3tbc-15",172,00:52:25,-37.0584,146.0063,2611,71,6,0,46,30,304
"$$MTG002,170,00:52:25,-37.0584,146.0063,02611,071,06,0,46,30,304*916A","vk3tbc-15,VK3XCO-12",170,00:52:25,-37.0584,146.0063,2611,71,6,0,46,30,304
"$$MTG002,171,00:52:25,-37.0584,146.0063,02611,071,06,0,46,30,304*1E96","vk3fadi,vk3tbc-15",171,00:52:25,-37.0584,146.0063,2611,71,6,0,46,30,304
"$$MTG002,169,00:52:25,-37.0584,146.0063,02611,071,06,1,46,30,304*65DC",VK3XCO-12,169,00:52:25,-37.0584,146.0063,2611,71,6,1,46,30,304
"$$MTG002,173,00:53:40,-37.0614,146.0208,02611,065,06,1,46,30,304*9AE6","vk3fadi,vk3tbc-15",173,00:53:40,-37.0614,146.0208,2611,65,6,1,46,30,304
"$$MTG002,175,00:54:02,-37.0623,146.0250,02611,068,06,1,42,29,306*F2EC",vk3tbc-15,175,00:54:02,-37.0623,146.025,2611,68,6,1,42,29,306
"$$MTG002,178,00:56:29,-37.0686,146.0552,02611,073,06,1,42,29,306*041C",vk3tbc-15,178,00:56:29,-37.0686,146.0552,2611,73,6,1,42,29,306
"$$MTG002,181,00:56:39,-37.0690,146.0573,02611,069,06,0,44,28,303*2846",vk3tbc-15,181,00:56:39,-37.069,146.0573,2611,69,6,0,44,28,303
"$$MTG002,182,00:57:58,-37.0719,146.0743,02611,074,06,1,44,28,303*BD23",vk3fadi,182,00:57:58,-37.0719,146.0743,2611,74,6,1,44,28,303
"$$MTG002,183,00:57:58,-37.0719,146.0743,02611,074,06,0,44,28,303*EA96",vk3tbc-15,183,00:57:58,-37.0719,146.0743,2611,74,6,0,44,28,303
"$$MTG002,184,00:57:58,-37.0719,146.0743,03144,074,09,1,44,28,303*490A",VK3YSP,184,00:57:58,-37.0719,146.0743,3144,74,9,1,44,28,303
"$$MTG002,185,00:57:58,-37.0719,146.0743,03144,074,09,0,44,28,303*1EBF","vk3fadi,vk3tbc-15",185,00:57:58,-37.0719,146.0743,3144,74,9,0,44,28,303
"$$MTG002,187,01:00:31,-37.0773,146.1065,03144,068,09,1,40,27,307*0C94",vk3tbc-15,187,01:00:31,-37.0773,146.1065,3144,68,9,1,40,27,307
"$$MTG002,189,01:00:31,-37.0773,146.1065,03340,068,09,1,40,27,307*2EE7",vk3tbc-15,189,01:00:31,-37.0773,146.1065,3340,68,9,1,40,27,307
"$$MTG002,191,01:00:31,-37.0773,146.1065,03340,068,09,0,40,27,307*55AD",vk3tbc-15,191,01:00:31,-37.0773,146.1065,3340,68,9,0,40,27,307
"$$MTG002,188,01:00:31,-37.0773,146.1065,03144,068,09,0,40,27,307*742E",vk3tbc-15,188,01:00:31,-37.0773,146.1065,3144,68,9,0,40,27,307
"$$MTG002,190,01:00:31,-37.0773,146.1065,03340,068,09,0,40,27,307*DA51",vk3tbc-15,190,01:00:31,-37.0773,146.1065,3340,68,9,0,40,27,307
"$$MTG002,195,01:01:40,-37.0794,146.1209,03431,068,09,0,38,26,305*D8D0","vk3fadi,VK3YSP",195,01:01:40,-37.0794,146.1209,3431,68,9,0,38,26,305
"$$MTG002,199,01:03:30,-37.0824,146.1440,03431,066,09,0,38,26,305*A1BC","vk3tbc-15,VK3YSP",199,01:03:30,-37.0824,146.144,3431,66,9,0,38,26,305
"$$MTG002,202,01:03:40,-37.0827,146.1461,03532,069,09,1,43,25,305*76A8",vk3tbc-15,202,01:03:40,-37.0827,146.1461,3532,69,9,1,43,25,305
"$$MTG002,203,01:04:33,-37.0837,146.1575,03532,069,09,1,43,25,305*F552",vk3tbc-15,203,01:04:33,-37.0837,146.1575,3532,69,9,1,43,25,305
"$$MTG002,204,01:06:08,-37.0854,146.1776,03532,068,09,1,43,25,305*0125",vk3tbc-15,204,01:06:08,-37.0854,146.1776,3532,68,9,1,43,25,305
"$$MTG002,205,01:06:18,-37.0856,146.1797,03532,065,09,1,43,25,305*D5E6",vk3tbc-15,205,01:06:18,-37.0856,146.1797,3532,65,9,1,43,25,305
"$$MTG002,209,01:06:38,-37.0859,146.1839,03532,068,09,0,36,24,304*6370","vk3tbc-15,VK3YSP",209,01:06:38,-37.0859,146.1839,3532,68,9,0,36,24,304
"$$MTG002,210,01:06:38,-37.0859,146.1839,03532,068,09,0,36,24,304*4F8F",vk3tbc-15,210,01:06:38,-37.0859,146.1839,3532,68,9,0,36,24,304
"$$MTG002,211,01:06:38,-37.0859,146.1839,03532,068,09,0,36,24,304*C073",vk3tbc-15,211,01:06:38,-37.0859,146.1839,3532,68,9,0,36,24,304
"$$MTG002,208,01:06:38,-37.0859,146.1839,03532,068,09,1,36,24,304*34C5","vk3tbc-15,VK3YSP",208,01:06:38,-37.0859,146.1839,3532,68,9,1,36,24,304
"$$MTG002,212,01:08:22,-37.0871,146.2066,03532,072,09,1,36,24,304*76C4",vk3tbc-15,212,01:08:22,-37.0871,146.2066,3532,72,9,1,36,24,304
"$$MTG002,214,01:08:22,-37.0871,146.2066,03793,072,10,1,36,23,303*DE7C",vk3tbc-15,214,01:08:22,-37.0871,146.2066,3793,72,10,1,36,23,303
"$$MTG002,217,01:10:53,-37.0882,146.2398,04032,074,10,1,36,23,303*2024",vk3tbc-15,217,01:10:53,-37.0882,146.2398,4032,74,10,1,36,23,303
"$$MTG002,216,01:10:53,-37.0882,146.2398,03793,074,10,0,36,23,303*0CA0",vk3tbc-15,216,01:10:53,-37.0882,146.2398,3793,74,10,0,36,23,303
"$$MTG002,215,01:10:53,-37.0882,146.2398,03793,074,10,1,36,23,303*54CC",vk3tbc-15,215,01:10:53,-37.0882,146.2398,3793,74,10,1,36,23,303
"$$MTG002,227,01:11:52,-37.0885,146.2536,04032,078,10,0,37,21,301*E108",vk3tbc-15,227,01:11:52,-37.0885,146.2536,4032,78,10,0,37,21,301
"$$MTG002,232,01:11:52,-37.0885,146.2536,04032,078,10,0,36,20,299*0C03",vk3tbc-15,232,01:11:52,-37.0885,146.2536,4032,78,10,0,36,20,299
"$$MTG002,236,01:11:52,-37.0885,146.2536,04032,078,10,0,32,19,301*76E0",vk3tbc-15,236,01:11:52,-37.0885,146.2536,4032,78,10,0,32,19,301
"$$MTG002,242,01:11:52,-37.0885,146.2536,04032,078,10,0,45,18,297*BD88",VK3YSP,242,01:11:52,-37.0885,146.2536,4032,78,10,0,45,18,297
"$$MTG002,229,01:11:52,-37.0885,146.2536,04032,078,10,0,37,21,301*CE07",vk3tbc-15,229,01:11:52,-37.0885,146.2536,4032,78,10,0,37,21,301
"$$MTG002,237,01:11:52,-37.0885,146.2536,04032,078,10,0,32,19,301*F91C",vk3tbc-15,237,01:11:52,-37.0885,146.2536,4032,78,10,0,32,19,301
"$$MTG002,234,01:11:52,-37.0885,146.2536,04032,078,10,0,36,20,299*1C68","vk3tbc-15,VK3YSP",234,01:11:52,-37.0885,146.2536,4032,78,10,0,36,20,299
"$$MTG002,221,01:11:52,-37.0885,146.2536,04032,078,10,1,38,21,300*E0C9",vk3tbc-15,221,01:11:52,-37.0885,146.2536,4032,78,10,1,38,21,300
"$$MTG002,222,01:11:52,-37.0885,146.2536,04032,078,10,0,38,21,300*B8A5",vk3tbc-15,222,01:11:52,-37.0885,146.2536,4032,78,10,0,38,21,300
"$$MTG002,224,01:11:52,-37.0885,146.2536,04032,078,10,0,38,21,300*A8CE",vk3tbc-15,224,01:11:52,-37.0885,146.2536,4032,78,10,0,38,21,300
"$$MTG002,238,01:11:52,-37.0885,146.2536,04032,078,10,0,32,19,301*59EF",vk3tbc-15,238,01:11:52,-37.0885,146.2536,4032,78,10,0,32,19,301
"$$MTG002,225,01:11:52,-37.0885,146.2536,04032,078,10,0,38,21,300*2732","vk3tbc-15,VK3YSP",225,01:11:52,-37.0885,146.2536,4032,78,10,0,38,21,300
"$$MTG002,223,01:11:52,-37.0885,146.2536,04032,078,10,0,38,21,300*3759",vk3tbc-15,223,01:11:52,-37.0885,146.2536,4032,78,10,0,38,21,300
"$$MTG002,239,01:11:52,-37.0885,146.2536,04032,078,10,0,32,19,301*D613",vk3tbc-15,239,01:11:52,-37.0885,146.2536,4032,78,10,0,32,19,301
"$$MTG002,233,01:11:52,-37.0885,146.2536,04032,078,10,0,36,20,299*83FF","vk3tbc-15,VK3YSP",233,01:11:52,-37.0885,146.2536,4032,78,10,0,36,20,299
"$$MTG002,243,01:20:47,-37.0876,146.3805,04032,076,10,1,45,18,297*C187","vk3tbc-15,VK3YSP",243,01:20:47,-37.0876,146.3805,4032,76,10,1,45,18,297
"$$MTG002,244,01:20:47,-37.0876,146.3805,04032,076,10,0,45,18,297*8659","vk3tbc-15,VK3YSP",244,01:20:47,-37.0876,146.3805,4032,76,10,0,45,18,297
"$$MTG002,245,01:20:47,-37.0876,146.3805,04812,076,09,1,45,18,297*01DA","vk3tbc-15,VK3YSP",245,01:20:47,-37.0876,146.3805,4812,76,9,1,45,18,297
"$$MTG002,246,01:21:49,-37.0887,146.3949,04812,077,09,1,45,18,297*4BEE","vk3tbc-15,VK3YSP",246,01:21:49,-37.0887,146.3949,4812,77,9,1,45,18,297
"$$MTG002,255,01:24:36,-37.0920,146.4309,05020,068,10,0,35,17,297*244C","vk3fadi,vk3tbc-15,VK3YSP",255,01:24:36,-37.092,146.4309,5020,68,10,0,35,17,297
"$$MTG002,256,01:24:52,-37.0922,146.4342,05020,067,10,1,35,17,297*9EFE","vk3tbc-15,VK3YSP",256,01:24:52,-37.0922,146.4342,5020,67,10,1,35,17,297
"$$MTG002,259,01:25:58,-37.0933,146.4480,05020,065,10,0,35,17,297*FCE6","vk3tbc-15,VK3YSP",259,01:25:58,-37.0933,146.448,5020,65,10,0,35,17,297
"$$MTG002,258,01:25:58,-37.0933,146.4480,05020,065,10,0,35,17,297*731A","vk3tbc-15,VK3YSP",258,01:25:58,-37.0933,146.448,5020,65,10,0,35,17,297
"$$MTG002,257,01:25:58,-37.0933,146.4480,05020,065,10,1,35,17,297*0BA0","vk3tbc-15,VK3YSP",257,01:25:58,-37.0933,146.448,5020,65,10,1,35,17,297
"$$MTG002,262,01:28:32,-37.0957,146.4803,05020,073,10,1,29,16,298*41A8",vk3tbc-15,262,01:28:32,-37.0957,146.4803,5020,73,10,1,29,16,298
"$$MTG002,263,01:28:32,-37.0957,146.4803,05020,073,10,0,29,16,298*161D",vk3tbc-15,263,01:28:32,-37.0957,146.4803,5020,73,10,0,29,16,298
"$$MTG002,264,01:28:32,-37.0957,146.4803,05020,073,10,0,29,16,298*898A",vk3tbc-15,264,01:28:32,-37.0957,146.4803,5020,73,10,0,29,16,298
"$$MTG002,265,01:28:32,-37.0957,146.4803,05020,073,10,0,29,16,298*0676",vk3tbc-15,265,01:28:32,-37.0957,146.4803,5020,73,10,0,29,16,298
"$$MTG002,269,01:29:04,-37.0958,146.4874,05020,071,10,0,31,15,294*AE96","vk3tbc-15,VK3YSP",269,01:29:04,-37.0958,146.4874,5020,71,10,0,31,15,294
"$$MTG002,268,01:29:04,-37.0958,146.4874,05020,071,10,0,31,15,294*216A","vk3tbc-15,VK3YSP",268,01:29:04,-37.0958,146.4874,5020,71,10,0,31,15,294
"$$MTG002,272,01:29:04,-37.0958,146.4874,05020,071,10,0,31,15,294*8DB0","vk3tbc-15,VK3YSP",272,01:29:04,-37.0958,146.4874,5020,71,10,0,31,15,294
"$$MTG002,271,01:29:04,-37.0958,146.4874,05020,071,10,0,31,15,294*0D95","vk3tbc-15,VK3YSP",271,01:29:04,-37.0958,146.4874,5020,71,10,0,31,15,294
"$$MTG002,270,01:29:04,-37.0958,146.4874,05020,071,10,0,31,15,294*8269","vk3tbc-15,VK3YSP",270,01:29:04,-37.0958,146.4874,5020,71,10,0,31,15,294
"$$MTG002,275,01:30:52,-37.0964,146.5121,05472,074,11,1,28,14,298*7F61",vk3tbc-15,275,01:30:52,-37.0964,146.5121,5472,74,11,1,28,14,298
"$$MTG002,276,01:30:52,-37.0964,146.5121,05472,074,11,0,28,14,298*270D",vk3tbc-15,276,01:30:52,-37.0964,146.5121,5472,74,11,0,28,14,298
"$$MTG002,273,01:30:52,-37.0964,146.5121,05020,074,10,1,31,15,294*8DF4","vk3tbc-15,VK3YSP",273,01:30:52,-37.0964,146.5121,5020,74,10,1,31,15,294
"$$MTG002,279,01:33:12,-37.0973,146.5439,05472,070,11,0,28,14,298*BD20",vk3tbc-15,279,01:33:12,-37.0973,146.5439,5472,70,11,0,28,14,298
"$$MTG002,277,01:33:12,-37.0973,146.5439,05472,070,11,1,28,14,298*4A66",vk3tbc-15,277,01:33:12,-37.0973,146.5439,5472,70,11,1,28,14,298
"$$MTG002,278,01:33:12,-37.0973,146.5439,05472,070,11,0,28,14,298*32DC",vk3tbc-15,278,01:33:12,-37.0973,146.5439,5472,70,11,0,28,14,298
"$$MTG002,282,01:33:12,-37.0973,146.5439,05472,070,11,0,26,13,297*4CA1","vk3tbc-15,VK3YSP,VK3XCO-12",282,01:33:12,-37.0973,146.5439,5472,70,11,0,26,13,297
"$$MTG002,285,01:34:10,-37.0972,146.5564,05683,072,10,1,26,13,297*E5E1","vk3tbc-15,VK3YSP",285,01:34:10,-37.0972,146.5564,5683,72,10,1,26,13,297
"$$MTG002,286,01:34:10,-37.0972,146.5564,05683,072,10,0,26,13,297*BD8D","vk3tbc-15,VK3YSP,VK3XCO-12",286,01:34:10,-37.0972,146.5564,5683,72,10,0,26,13,297
"$$MTG002,283,01:34:10,-37.0972,146.5564,05472,072,11,1,26,13,297*981C","vk3tbc-15,VK3YSP,VK3XCO-12",283,01:34:10,-37.0972,146.5564,5472,72,11,1,26,13,297
