_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,speed,heading,satellites,temperature_internal,battery,current
"$$PI_SKY_PLUS,360,12:17:50,51.95023,-2.54452,00137,0,0,12,24.4,6.0,109*2AD4",M0RPI,360,12:17:50,51.95023,-2.54452,137,0,0,12,24.4,6.0,109.0
"$$PI_SKY_PLUS,361,12:18:02,51.95024,-2.54453,00138,0,0,12,24.4,6.0,109*BBD6",M0RPI,361,12:18:02,51.95024,-2.54453,138,0,0,12,24.4,6.0,109.0
"$$PI_SKY_PLUS,362,12:18:14,51.95024,-2.54454,00139,0,0,12,24.5,6.0,123*ECE0",M0RPI,362,12:18:14,51.95024,-2.54454,139,0,0,12,24.5,6.0,123.0
"$$PI_SKY_PLUS,363,12:18:27,51.95023,-2.54454,00140,0,0,12,24.5,6.1,109*4DFE",M0RPI,363,12:18:27,51.95023,-2.54454,140,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,364,12:18:39,51.95024,-2.54455,00141,0,0,12,24.5,6.0,109*AD01",M0RPI,364,12:18:39,51.95024,-2.54455,141,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,365,12:18:51,51.95024,-2.54457,00142,0,0,12,24.4,6.1,109*3748",M0RPI,365,12:18:51,51.95024,-2.54457,142,0,0,12,24.4,6.1,109.0
"$$PI_SKY_PLUS,366,12:19:03,51.95026,-2.54458,00143,0,0,12,24.5,6.0,109*FD1D",M0RPI,366,12:19:03,51.95026,-2.54458,143,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,367,12:19:15,51.95026,-2.54457,00144,0,0,12,24.5,6.0,109*D989",M0RPI,367,12:19:15,51.95026,-2.54457,144,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,368,12:19:18,51.95026,-2.54457,00143,0,0,12,24.5,6.0,109*E3F1",M0RPI,368,12:19:18,51.95026,-2.54457,143,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,369,12:19:31,51.95025,-2.54458,00144,0,0,12,24.5,6.0,205*0025",M0RPI,369,12:19:31,51.95025,-2.54458,144,0,0,12,24.5,6.0,205.0
"$$PI_SKY_PLUS,370,12:19:42,51.95024,-2.54457,00142,0,0,12,24.5,6.1,109*1ABB",M0RPI,370,12:19:42,51.95024,-2.54457,142,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,371,12:19:55,51.95023,-2.54457,00141,0,0,12,24.4,6.1,109*7951",M0RPI,371,12:19:55,51.95023,-2.54457,141,0,0,12,24.4,6.1,109.0
"$$PI_SKY_PLUS,372,12:20:07,51.95023,-2.54457,00141,0,0,12,24.5,6.0,191*3E80",M0RPI,372,12:20:07,51.95023,-2.54457,141,0,0,12,24.5,6.0,191.0
"$$PI_SKY_PLUS,373,12:20:19,51.95023,-2.54455,00140,0,0,12,24.5,6.1,109*7DB3",M0RPI,373,12:20:19,51.95023,-2.54455,140,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,374,12:20:32,51.95024,-2.54454,00139,0,0,12,24.5,6.0,109*1EF5",M0RPI,374,12:20:32,51.95024,-2.54454,139,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,375,12:20:44,51.95023,-2.54454,00138,0,0,12,24.5,6.0,109*3BA7",M0RPI,375,12:20:44,51.95023,-2.54454,138,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,376,12:20:56,51.95023,-2.54454,00140,0,0,12,24.5,6.0,109*41EE",M0RPI,376,12:20:56,51.95023,-2.54454,140,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,377,12:21:08,51.95023,-2.54455,00139,0,0,12,24.5,6.0,109*1BAE",M0RPI,377,12:21:08,51.95023,-2.54455,139,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,378,12:21:20,51.95027,-2.54455,00141,0,0,12,24.5,6.1,109*0C43",M0RPI,378,12:21:20,51.95027,-2.54455,141,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,379,12:21:33,51.95028,-2.54455,00140,0,0,12,24.6,6.0,109*8294",M0RPI,379,12:21:33,51.95028,-2.54455,140,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,380,12:21:45,51.95026,-2.54465,00141,0,0,12,24.6,6.0,109*D8AC",M0RPI,380,12:21:45,51.95026,-2.54465,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,381,12:21:57,51.95030,-2.54472,00140,0,0,12,24.6,6.0,109*CCC8",M0RPI,381,12:21:57,51.9503,-2.54472,140,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,382,12:22:00,51.95030,-2.54472,00140,0,0,12,24.6,6.0,109*70B6",M0RPI,382,12:22:00,51.9503,-2.54472,140,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,383,12:22:12,51.95030,-2.54472,00140,0,0,12,24.7,6.0,109*176C",M0RPI,383,12:22:12,51.9503,-2.54472,140,0,0,12,24.7,6.0,109.0
"$$PI_SKY_PLUS,384,12:22:24,51.95036,-2.54479,00137,0,0,12,24.8,6.0,109*2079",M0RPI,384,12:22:24,51.95036,-2.54479,137,0,0,12,24.8,6.0,109.0
"$$PI_SKY_PLUS,385,12:22:37,51.95041,-2.54483,00137,0,0,12,24.8,5.9,287*408F",M0RPI,385,12:22:37,51.95041,-2.54483,137,0,0,12,24.8,5.9,287.0
"$$PI_SKY_PLUS,386,12:22:49,51.95044,-2.54489,00138,0,0,12,24.8,6.0,109*0D5B",M0RPI,386,12:22:49,51.95044,-2.54489,138,0,0,12,24.8,6.0,109.0
"$$PI_SKY_PLUS,387,12:23:01,51.95044,-2.54490,00139,0,0,12,24.8,5.9,273*67E2",M0RPI,387,12:23:01,51.95044,-2.5449,139,0,0,12,24.8,5.9,273.0
"$$PI_SKY_PLUS,388,12:23:13,51.95035,-2.54496,00140,0,0,12,24.9,6.0,164*00C2",M0RPI,388,12:23:13,51.95035,-2.54496,140,0,0,12,24.9,6.0,164.0
"$$PI_SKY_PLUS,389,12:23:25,51.95033,-2.54506,00140,0,0,12,24.9,6.0,109*C179",M0RPI,389,12:23:25,51.95033,-2.54506,140,0,0,12,24.9,6.0,109.0
"$$PI_SKY_PLUS,390,12:23:38,51.95033,-2.54511,00140,0,0,12,24.9,6.0,109*48DA",M0RPI,390,12:23:38,51.95033,-2.54511,140,0,0,12,24.9,6.0,109.0
"$$PI_SKY_PLUS,391,12:23:48,51.95033,-2.54513,00139,0,0,12,24.9,6.0,109*9F54",M0RPI,391,12:23:48,51.95033,-2.54513,139,0,0,12,24.9,6.0,109.0
"$$PI_SKY_PLUS,392,12:24:02,51.95032,-2.54524,00139,0,0,12,24.9,6.0,123*8CC1",M0RPI,392,12:24:02,51.95032,-2.54524,139,0,0,12,24.9,6.0,123.0
"$$PI_SKY_PLUS,393,12:24:14,51.94991,-2.54582,00140,0,0,12,24.8,6.0,109*824D",M0RPI,393,12:24:14,51.94991,-2.54582,140,0,0,12,24.8,6.0,109.0
"$$PI_SKY_PLUS,394,12:24:26,51.94930,-2.54669,00185,0,0,12,24.7,6.0,109*9C8C",M0RPI,394,12:24:26,51.9493,-2.54669,185,0,0,12,24.7,6.0,109.0
"$$PI_SKY_PLUS,395,12:24:39,51.94878,-2.54778,00232,0,0,12,24.7,6.0,109*B5D8",M0RPI,395,12:24:39,51.94878,-2.54778,232,0,0,12,24.7,6.0,109.0
"$$PI_SKY_PLUS,396,12:24:51,51.94831,-2.54881,00273,0,0,12,24.6,6.0,109*7954",M0RPI,396,12:24:51,51.94831,-2.54881,273,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,398,12:25:15,51.94739,-2.55087,00366,0,0,12,24.6,6.0,109*00E6",M0RPI,398,12:25:15,51.94739,-2.55087,366,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,399,12:25:27,51.94698,-2.55193,00410,0,0,12,24.5,5.9,260*72DE",M0RPI,399,12:25:27,51.94698,-2.55193,410,0,0,12,24.5,5.9,260.0
"$$PI_SKY_PLUS,400,12:25:40,51.94660,-2.55309,00468,0,0,12,24.4,6.0,109*686F",M0RPI,400,12:25:40,51.9466,-2.55309,468,0,0,12,24.4,6.0,109.0
"$$PI_SKY_PLUS,402,12:26:04,51.94630,-2.55536,00578,0,0,12,24.3,5.9,191*C571",M0RPI,402,12:26:04,51.9463,-2.55536,578,0,0,12,24.3,5.9,191.0
"$$PI_SKY_PLUS,403,12:26:16,51.94632,-2.55644,00629,0,0,12,24.2,6.0,109*DF1E","M0RPI,G1DYQ",403,12:26:16,51.94632,-2.55644,629,0,0,12,24.2,6.0,109.0
"$$PI_SKY_PLUS,404,12:26:28,51.94639,-2.55756,00680,0,0,12,24.2,6.0,123*4DDB",G1DYQ,404,12:26:28,51.94639,-2.55756,680,0,0,12,24.2,6.0,123.0
"$$PI_SKY_PLUS,405,12:26:41,51.94651,-2.55879,00737,0,0,12,24.1,6.0,109*A6C4",M0RPI,405,12:26:41,51.94651,-2.55879,737,0,0,12,24.1,6.0,109.0
"$$PI_SKY_PLUS,406,12:26:53,51.94664,-2.56007,00788,0,0,12,24.1,6.0,109*6B28","M0RPI,G1DYQ",406,12:26:53,51.94664,-2.56007,788,0,0,12,24.1,6.0,109.0
"$$PI_SKY_PLUS,407,12:27:05,51.94672,-2.56152,00839,0,0,12,24.1,6.0,109*E57E","M0RPI,G1DYQ",407,12:27:05,51.94672,-2.56152,839,0,0,12,24.1,6.0,109.0
"$$PI_SKY_PLUS,408,12:27:08,51.94672,-2.56187,00852,0,0,12,24.1,6.0,109*C981","M0RPI,G1DYQ",408,12:27:08,51.94672,-2.56187,852,0,0,12,24.1,6.0,109.0
"$$PI_SKY_PLUS,409,12:27:20,51.94673,-2.56326,00903,0,0,12,23.9,6.0,109*1FAE","M0RPI,G1DYQ",409,12:27:20,51.94673,-2.56326,903,0,0,12,23.9,6.0,109.0
"$$PI_SKY_PLUS,410,12:27:32,51.94672,-2.56470,00955,0,0,12,23.9,6.0,109*1110","M0RPI,G1DYQ",410,12:27:32,51.94672,-2.5647,955,0,0,12,23.9,6.0,109.0
"$$PI_SKY_PLUS,411,12:27:45,51.94673,-2.56600,01012,0,0,12,23.8,6.0,109*C3C1","M0RPI,G1DYQ",411,12:27:45,51.94673,-2.566,1012,0,0,12,23.8,6.0,109.0
"$$PI_SKY_PLUS,412,12:27:57,51.94676,-2.56711,01067,0,0,12,23.7,6.0,109*11B6","M0RPI,G1DYQ",412,12:27:57,51.94676,-2.56711,1067,0,0,12,23.7,6.0,109.0
"$$PI_SKY_PLUS,413,12:28:09,51.94686,-2.56816,01120,0,0,12,23.6,6.0,109*5C22","M0RPI,G1DYQ",413,12:28:09,51.94686,-2.56816,1120,0,0,12,23.6,6.0,109.0
"$$PI_SKY_PLUS,414,12:28:21,51.94693,-2.56922,01172,0,0,12,23.6,6.0,137*4C7C","M0RPI,G1DYQ",414,12:28:21,51.94693,-2.56922,1172,0,0,12,23.6,6.0,137.0
"$$PI_SKY_PLUS,415,12:28:33,51.94699,-2.57019,01227,0,0,12,23.4,6.0,123*5D3D","M0RPI,G1DYQ",415,12:28:33,51.94699,-2.57019,1227,0,0,12,23.4,6.0,123.0
"$$PI_SKY_PLUS,416,12:28:45,51.94703,-2.57110,01284,0,0,12,23.4,6.0,109*F3C5","M0RPI,G1DYQ",416,12:28:45,51.94703,-2.5711,1284,0,0,12,23.4,6.0,109.0
"$$PI_SKY_PLUS,417,12:28:58,51.94715,-2.57206,01343,0,0,12,23.3,5.9,246*DB08","M0RPI,G1DYQ",417,12:28:58,51.94715,-2.57206,1343,0,0,12,23.3,5.9,246.0
"$$PI_SKY_PLUS,418,12:29:10,51.94718,-2.57298,01398,0,0,12,23.2,6.0,109*EDB7","M0RPI,G1DYQ",418,12:29:10,51.94718,-2.57298,1398,0,0,12,23.2,6.0,109.0
"$$PI_SKY_PLUS,419,12:29:22,51.94712,-2.57376,01454,0,0,12,23.1,6.0,219*DE57",G1DYQ,419,12:29:22,51.94712,-2.57376,1454,0,0,12,23.1,6.0,219.0
"$$PI_SKY_PLUS,420,12:29:34,51.94704,-2.57475,01510,0,0,12,23.0,6.0,109*1486","M0RPI,G1DYQ",420,12:29:34,51.94704,-2.57475,1510,0,0,12,23.0,6.0,109.0
"$$PI_SKY_PLUS,421,12:29:47,51.94716,-2.57593,01574,0,0,12,22.9,6.1,109*E325",G1DYQ,421,12:29:47,51.94716,-2.57593,1574,0,0,12,22.9,6.1,109.0
"$$PI_SKY_PLUS,422,12:29:59,51.94732,-2.57697,01634,0,0,12,22.8,6.0,109*A60C","M0RPI,G1DYQ",422,12:29:59,51.94732,-2.57697,1634,0,0,12,22.8,6.0,109.0
"$$PI_SKY_PLUS,423,12:30:11,51.94753,-2.57797,01693,0,0,12,22.7,6.0,109*DCE1","M0RPI,G1DYQ",423,12:30:11,51.94753,-2.57797,1693,0,0,12,22.7,6.0,109.0
"$$PI_SKY_PLUS,424,12:30:23,51.94770,-2.57905,01754,0,0,12,22.6,6.0,109*5ADC","M0RPI,G1DYQ",424,12:30:23,51.9477,-2.57905,1754,0,0,12,22.6,6.0,109.0
"$$PI_SKY_PLUS,425,12:30:35,51.94787,-2.58012,01814,0,0,12,22.6,6.0,109*FD59","M0RPI,G1DYQ",425,12:30:35,51.94787,-2.58012,1814,0,0,12,22.6,6.0,109.0
"$$PI_SKY_PLUS,426,12:30:48,51.94803,-2.58125,01877,0,0,12,22.4,6.0,109*C98D","M0RPI,G1DYQ",426,12:30:48,51.94803,-2.58125,1877,0,0,12,22.4,6.0,109.0
"$$PI_SKY_PLUS,427,12:31:00,51.94813,-2.58234,01934,0,0,12,22.4,6.0,109*95B0","M0RPI,G1DYQ",427,12:31:00,51.94813,-2.58234,1934,0,0,12,22.4,6.0,109.0
"$$PI_SKY_PLUS,428,12:31:12,51.94834,-2.58344,01994,0,0,12,22.3,6.0,109*DE06","M0RPI,G1DYQ",428,12:31:12,51.94834,-2.58344,1994,0,0,12,22.3,6.0,109.0
"$$PI_SKY_PLUS,429,12:32:02,51.94844,-2.58830,02252,0,0,12,21.9,6.0,109*2854","M0RPI,G1DYQ",429,12:32:02,51.94844,-2.5883,2252,0,0,12,21.9,6.0,109.0
"$$PI_SKY_PLUS,430,12:33:01,51.94878,-2.59421,02539,0,0,12,21.4,6.0,109*D390","M0RPI,G1DYQ",430,12:33:01,51.94878,-2.59421,2539,0,0,12,21.4,6.0,109.0
"$$PI_SKY_PLUS,431,12:34:00,51.94933,-2.60019,02826,0,0,12,20.9,6.0,191*123C","M0RPI,G1DYQ",431,12:34:00,51.94933,-2.60019,2826,0,0,12,20.9,6.0,191.0
"$$PI_SKY_PLUS,432,12:35:00,51.94976,-2.60624,03125,0,0,12,20.4,5.9,260*F6B1",M0RPI,432,12:35:00,51.94976,-2.60624,3125,0,0,12,20.4,5.9,260.0
"$$PI_SKY_PLUS,433,12:35:50,51.95018,-2.61076,03391,0,0,12,20.1,6.0,109*D45A","M0RPI,G1DYQ",433,12:35:50,51.95018,-2.61076,3391,0,0,12,20.1,6.0,109.0
"$$PI_SKY_PLUS,434,12:36:49,51.95063,-2.61686,03713,0,0,12,19.6,6.0,109*09B8","M0RPI,G1DYQ",434,12:36:49,51.95063,-2.61686,3713,0,0,12,19.6,6.0,109.0
"$$PI_SKY_PLUS,435,12:37:48,51.95032,-2.62392,04042,0,0,12,18.9,5.9,232*C295","M0RPI,G1DYQ",435,12:37:48,51.95032,-2.62392,4042,0,0,12,18.9,5.9,232.0
"$$PI_SKY_PLUS,436,12:38:47,51.95041,-2.63172,04355,0,0,12,18.3,6.0,109*4052","M0RPI,G1DYQ",436,12:38:47,51.95041,-2.63172,4355,0,0,12,18.3,6.0,109.0
"$$PI_SKY_PLUS,437,12:39:47,51.95060,-2.63917,04662,0,0,12,17.6,6.0,109*2962","M0RPI,G1DYQ",437,12:39:47,51.9506,-2.63917,4662,0,0,12,17.6,6.0,109.0
"$$PI_SKY_PLUS,438,12:40:46,51.95131,-2.64680,04968,0,0,12,16.8,6.0,109*00D7","M0RPI,G1DYQ",438,12:40:46,51.95131,-2.6468,4968,0,0,12,16.8,6.0,109.0
"$$PI_SKY_PLUS,439,12:41:45,51.95183,-2.65466,05293,0,0,12,16.0,6.0,109*B996","M0RPI,G1DYQ",439,12:41:45,51.95183,-2.65466,5293,0,0,12,16.0,6.0,109.0
"$$PI_SKY_PLUS,440,12:42:44,51.95197,-2.66236,05620,0,0,12,15.2,6.0,109*C43B","M0RPI,G1DYQ",440,12:42:44,51.95197,-2.66236,5620,0,0,12,15.2,6.0,109.0
"$$PI_SKY_PLUS,441,12:43:34,51.95175,-2.66984,05914,0,0,12,14.4,6.0,109*A4E0","M0RPI,G1DYQ",441,12:43:34,51.95175,-2.66984,5914,0,0,12,14.4,6.0,109.0
"$$PI_SKY_PLUS,442,12:44:34,51.95071,-2.67892,06249,0,0,12,13.4,6.0,109*3717","M0RPI,G1DYQ",442,12:44:34,51.95071,-2.67892,6249,0,0,12,13.4,6.0,109.0
"$$PI_SKY_PLUS,443,12:45:33,51.95102,-2.68704,06583,0,0,12,12.4,6.0,109*5C12","M0RPI,G1DYQ",443,12:45:33,51.95102,-2.68704,6583,0,0,12,12.4,6.0,109.0
"$$PI_SKY_PLUS,444,12:46:32,51.95213,-2.69729,06918,0,0,12,11.2,6.0,109*2568","M0RPI,G1DYQ",444,12:46:32,51.95213,-2.69729,6918,0,0,12,11.2,6.0,109.0
"$$PI_SKY_PLUS,445,12:47:31,51.95401,-2.71071,07242,0,0,12,10.2,6.0,109*2DE0","M0RPI,G1DYQ",445,12:47:31,51.95401,-2.71071,7242,0,0,12,10.2,6.0,109.0
"$$PI_SKY_PLUS,446,12:48:30,51.95593,-2.72519,07568,0,0,12,9.1,5.9,123*AF0D",G1DYQ,446,12:48:30,51.95593,-2.72519,7568,0,0,12,9.1,5.9,123.0
"$$PI_SKY_PLUS,447,12:49:30,51.95816,-2.74203,07899,0,0,12,7.9,6.0,123*6597",G1DYQ,447,12:49:30,51.95816,-2.74203,7899,0,0,12,7.9,6.0,123.0
"$$PI_SKY_PLUS,448,12:50:29,51.96179,-2.75937,08226,0,0,12,6.7,5.9,219*F228","g0nzo,M0RPI,G1DYQ",448,12:50:29,51.96179,-2.75937,8226,0,0,12,6.7,5.9,219.0
"$$PI_SKY_PLUS,449,12:51:19,51.96574,-2.77512,08500,0,0,12,5.6,5.9,123*B6BF","M0RPI,G1DYQ",449,12:51:19,51.96574,-2.77512,8500,0,0,12,5.6,5.9,123.0
"$$PI_SKY_PLUS,450,12:52:18,51.97245,-2.79737,08832,0,0,12,4.4,5.9,123*AABE","g0nzo,M0RPI,G1DYQ",450,12:52:18,51.97245,-2.79737,8832,0,0,12,4.4,5.9,123.0
"$$PI_SKY_PLUS,451,12:53:17,51.97923,-2.82294,09146,0,0,12,3.2,5.8,205*0612","g0nzo,G1DYQ",451,12:53:17,51.97923,-2.82294,9146,0,0,12,3.2,5.8,205.0
"$$PI_SKY_PLUS,452,12:54:16,51.98740,-2.84752,09459,0,0,12,2.1,5.9,123*672D",G1DYQ,452,12:54:16,51.9874,-2.84752,9459,0,0,12,2.1,5.9,123.0
"$$PI_SKY_PLUS,453,12:55:15,51.99574,-2.86715,09774,0,0,12,1.1,5.9,123*FCB5",G1DYQ,453,12:55:15,51.99574,-2.86715,9774,0,0,12,1.1,5.9,123.0
"$$PI_SKY_PLUS,454,12:56:15,52.00163,-2.88373,10080,0,0,12,-0.1,5.9,123*D1BA",G1DYQ,454,12:56:15,52.00163,-2.88373,10080,0,0,12,-0.1,5.9,123.0
"$$PI_SKY_PLUS,455,12:57:14,52.00668,-2.89457,10353,0,0,12,-1.1,5.9,123*A77C",G1DYQ,455,12:57:14,52.00668,-2.89457,10353,0,0,12,-1.1,5.9,123.0
"$$PI_SKY_PLUS,456,12:58:13,52.01041,-2.90669,10634,0,0,12,-1.9,5.9,123*604B",G1DYQ,456,12:58:13,52.01041,-2.90669,10634,0,0,12,-1.9,5.9,123.0
"$$PI_SKY_PLUS,457,12:59:12,52.01239,-2.91650,10894,0,0,12,-2.6,5.9,123*450B","g0nzo,G1DYQ",457,12:59:12,52.01239,-2.9165,10894,0,0,12,-2.6,5.9,123.0
"$$PI_SKY_PLUS,458,13:00:12,52.01348,-2.92492,11156,0,0,12,-3.2,5.8,123*4279","g0nzo,G1DYQ",458,13:00:12,52.01348,-2.92492,11156,0,0,12,-3.2,5.8,123.0
"$$PI_SKY_PLUS,459,13:01:11,52.01542,-2.93337,11425,0,0,12,-3.8,5.8,123*9C3C","g0nzo,G1DYQ",459,13:01:11,52.01542,-2.93337,11425,0,0,12,-3.8,5.8,123.0
"$$PI_SKY_PLUS,460,13:02:10,52.01598,-2.93931,11694,0,0,12,-4.2,5.8,232*CAA9","g0nzo,G1DYQ",460,13:02:10,52.01598,-2.93931,11694,0,0,12,-4.2,5.8,232.0
"$$PI_SKY_PLUS,461,13:03:19,52.01634,-2.94542,12014,0,0,12,-4.8,5.8,123*6629","g0nzo,G1DYQ",461,13:03:19,52.01634,-2.94542,12014,0,0,12,-4.8,5.8,123.0
"$$PI_SKY_PLUS,462,13:04:19,52.01709,-2.94758,12311,0,0,12,-5.2,5.8,178*68D5","g0nzo,G1DYQ",462,13:04:19,52.01709,-2.94758,12311,0,0,12,-5.2,5.8,178.0
