_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,gps_lock,satellites,temperature_internal,temperature_external,battery
"$$VR2SC,194,12:59:52,52.23345,-0.07344,7470,3,10,9.6,-26.6,4.9*8051","G0TDJ,G8FJG_2,G8KNN,EARS_chase,G0HDI",194,12:59:52,52.23345,-0.07344,7470,3,10,9.6,-26.6,4.9
"$$VR2SC,195,13:00:06,52.23345,-0.07123,7576,3,7,9.6,-27.5,4.9*5361","G0TDJ,G8FJG_2,G8KNN,EARS_chase,G0HDI",195,13:00:06,52.23345,-0.07123,7576,3,7,9.6,-27.5,4.9
"$$VR2SC,196,13:00:20,52.23405,-0.06924,7640,3,7,8.6,-27.5,4.9*BB7B","G0TDJ,G8FJG_2,G8KNN,G0HDI",196,13:00:20,52.23405,-0.06924,7640,3,7,8.6,-27.5,4.9
"$$VR2SC,197,13:00:34,52.23470,-0.06682,7721,3,10,8.6,-28.5,4.9*7260","G0TDJ,G8FJG_2,G8KNN,EARS_chase,G0HDI",197,13:00:34,52.2347,-0.06682,7721,3,10,8.6,-28.5,4.9
"$$VR2SC,198,13:00:48,52.23512,-0.06421,7813,3,10,7.6,-29.5,4.9*1E72","G0TDJ,G8FJG_2,G8KNN,EARS_chase,G0HDI",198,13:00:48,52.23512,-0.06421,7813,3,10,7.6,-29.5,4.9
"$$VR2SC,199,13:01:02,52.23528,-0.06141,7916,3,9,7.6,-29.5,4.9*84FB","G0TDJ,G8FJG_2,G8KNN,EARS_chase,G0HDI",199,13:01:02,52.23528,-0.06141,7916,3,9,7.6,-29.5,4.9
"$$VR2SC,200,13:01:16,52.23562,-0.05876,8044,3,9,7.6,-30.5,4.9*7B1C","G0TDJ,G8FJG_2,G8KNN,EARS_chase,G0HDI",200,13:01:16,52.23562,-0.05876,8044,3,9,7.6,-30.5,4.9
"$$VR2SC,201,13:01:30,52.23584,-0.05685,8152,3,8,7.6,-31.4,4.9*57A2","G0TDJ,G8KNN,EARS_chase,G0HDI",201,13:01:30,52.23584,-0.05685,8152,3,8,7.6,-31.4,4.9
"$$VR2SC,202,13:01:44,52.23632,-0.05500,8250,3,9,6.6,-32.4,4.9*E6CF","G0TDJ,G8KNN,G0HDI",202,13:01:44,52.23632,-0.055,8250,3,9,6.6,-32.4,4.9
"$$VR2SC,203,13:01:58,52.23681,-0.05268,8357,3,7,6.6,-33.4,4.9*D0A2","M0UPU,G0TDJ,G8KNN,EARS_chase,G0HDI",203,13:01:58,52.23681,-0.05268,8357,3,7,6.6,-33.4,4.9
"$$VR2SC,204,13:02:12,52.23673,-0.05047,8440,3,8,6.6,-33.4,4.9*F9A6","G0TDJ,G8KNN,EARS_chase,G0HDI",204,13:02:12,52.23673,-0.05047,8440,3,8,6.6,-33.4,4.9
"$$VR2SC,205,13:02:26,52.23632,-0.04865,8544,3,10,5.7,-34.4,4.9*E188","G0TDJ,G8KNN",205,13:02:26,52.23632,-0.04865,8544,3,10,5.7,-34.4,4.9
"$$VR2SC,206,13:02:40,52.23634,-0.04576,8663,3,8,5.7,-35.4,4.9*3899","M0UPU,G0TDJ,G8KNN,EARS_chase,G0HDI",206,13:02:40,52.23634,-0.04576,8663,3,8,5.7,-35.4,4.9
"$$VR2SC,207,13:02:54,52.23609,-0.04328,8751,3,8,5.7,-36.3,4.9*25B2","M0UPU,G0TDJ,G8KNN,EARS_chase,G0HDI",207,13:02:54,52.23609,-0.04328,8751,3,8,5.7,-36.3,4.9
"$$VR2SC,208,13:03:08,52.23611,-0.04066,8863,3,9,4.7,-37.3,4.9*BF02","G0TDJ,G8KNN",208,13:03:08,52.23611,-0.04066,8863,3,9,4.7,-37.3,4.9
"$$VR2SC,209,13:03:22,52.23563,-0.03761,8944,3,10,4.7,-37.3,4.9*D3D4","M0UPU,G0TDJ,G8FJG_2,G8KNN,EARS_chase,G0HDI",209,13:03:22,52.23563,-0.03761,8944,3,10,4.7,-37.3,4.9
"$$VR2SC,210,13:03:36,52.23527,-0.03452,9028,3,8,4.7,-38.3,4.9*C227","M0UPU,G0TDJ,G8KNN,F1OIL,EARS_chase,G0HDI",210,13:03:36,52.23527,-0.03452,9028,3,8,4.7,-38.3,4.9
"$$VR2SC,211,13:03:50,52.23520,-0.03177,9155,3,10,3.7,-39.3,4.9*E180","F1OIL,G8FJG_2,G8KNN,G0HDI",211,13:03:50,52.2352,-0.03177,9155,3,10,3.7,-39.3,4.9
"$$VR2SC,212,13:04:04,52.23569,-0.02931,9265,3,9,3.7,-40.2,4.9*38B5","G0TDJ,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",212,13:04:04,52.23569,-0.02931,9265,3,9,3.7,-40.2,4.9
"$$VR2SC,213,13:04:18,52.23567,-0.02692,9378,3,8,3.7,-41.2,4.9*3072","M0UPU,G0TDJ,G8FJG_2,G8KNN,EARS_chase",213,13:04:18,52.23567,-0.02692,9378,3,8,3.7,-41.2,4.9
"$$VR2SC,214,13:04:32,52.23563,-0.02405,9470,3,10,2.7,-42.2,4.9*0BE3","M0UPU,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",214,13:04:32,52.23563,-0.02405,9470,3,10,2.7,-42.2,4.9
"$$VR2SC,215,13:04:46,52.23558,-0.02186,9567,3,10,1.8,-42.2,4.9*789C","G8FJG_2,G8KNN,G0HDI",215,13:04:46,52.23558,-0.02186,9567,3,10,1.8,-42.2,4.9
"$$VR2SC,216,13:05:00,52.23531,-0.01940,9666,3,8,2.7,-43.2,4.9*C2E1","G8FJG_2,G8KNN,EARS_chase,G0HDI",216,13:05:00,52.23531,-0.0194,9666,3,8,2.7,-43.2,4.9
"$$VR2SC,217,13:05:14,52.23597,-0.01617,9787,3,10,1.8,-44.1,4.9*2137","G0TDJ,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",217,13:05:14,52.23597,-0.01617,9787,3,10,1.8,-44.1,4.9
"$$VR2SC,218,13:05:28,52.23613,-0.01350,9902,3,9,0.8,-44.1,4.9*14F1","M0UPU,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL,G0HDI",218,13:05:28,52.23613,-0.0135,9902,3,9,0.8,-44.1,4.9
"$$VR2SC,219,13:05:42,52.23666,-0.01018,10001,3,9,0.8,-46.1,4.9*402D","G0TDJ,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",219,13:05:42,52.23666,-0.01018,10001,3,9,0.8,-46.1,4.9
"$$VR2SC,220,13:05:56,52.23640,-0.00731,10117,3,6,-0.2,-47.1,4.9*DF92","M0UPU,G0TDJ,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",220,13:05:56,52.2364,-0.00731,10117,3,6,-0.2,-47.1,4.9
"$$VR2SC,221,13:05:56,52.23640,-0.00731,10117,3,6,-0.2,-48.0,4.9*70D6","M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL,G0HDI",221,13:05:56,52.2364,-0.00731,10117,3,6,-0.2,-48.0,4.9
"$$VR2SC,222,13:06:25,52.23669,-0.00161,10304,3,7,-0.2,-48.0,4.9*2D26","M0UPU,G0TDJ,G8FJG_2,G8KNN,F1OIL,G0HDI",222,13:06:25,52.23669,-0.00161,10304,3,7,-0.2,-48.0,4.9
"$$VR2SC,223,13:06:25,52.23669,-0.00161,10304,3,7,-1.2,-48.0,4.9*E7B9","G0TDJ,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,EARS_chase",223,13:06:25,52.23669,-0.00161,10304,3,7,-1.2,-48.0,4.9
"$$VR2SC,224,13:06:54,52.23665,0.00617,10549,3,10,-1.2,-50.0,4.9*CE70","M0UPU,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL",224,13:06:54,52.23665,0.00617,10549,3,10,-1.2,-50.0,4.9
"$$VR2SC,225,13:06:54,52.23665,0.00617,10549,3,10,-1.2,-50.0,4.9*418C","M0UPU,VR2SPC,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL,EARS_chase",225,13:06:54,52.23665,0.00617,10549,3,10,-1.2,-50.0,4.9
"$$VR2SC,226,13:07:23,52.23678,0.01322,10780,3,8,-3.1,-50.0,4.9*4258","G0TDJ,VR2SPC,M0DNY_websdr,M0UPU,G8KNN,F1OIL,G0HDI",226,13:07:23,52.23678,0.01322,10780,3,8,-3.1,-50.0,4.9
"$$VR2SC,227,13:07:37,52.23684,0.01687,10899,3,10,-3.1,-50.0,4.9*DFA0","F1OIL,M0UPU,G0TDJ,VR2SPC,G0HDI",227,13:07:37,52.23684,0.01687,10899,3,10,-3.1,-50.0,4.9
"$$VR2SC,228,13:07:37,52.23684,0.01687,10899,3,10,-3.1,-50.0,4.9*7F53","M0UPU,VR2SPC,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL,G0HDI",228,13:07:37,52.23684,0.01687,10899,3,10,-3.1,-50.0,4.9
"$$VR2SC,229,13:08:06,52.23700,0.02419,11109,3,9,-4.1,-50.0,4.9*7DEF","M0UPU,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL,G0HDI",229,13:08:06,52.237,0.02419,11109,3,9,-4.1,-50.0,4.9
"$$VR2SC,230,13:08:20,52.23741,0.02738,11211,3,7,-4.1,-50.0,4.9*772D","M0UPU,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL,G0HDI",230,13:08:20,52.23741,0.02738,11211,3,7,-4.1,-50.0,4.9
"$$VR2SC,231,13:08:34,52.23776,0.03018,11307,3,7,-4.1,-50.0,4.9*9C0D","G0TDJ,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",231,13:08:34,52.23776,0.03018,11307,3,7,-4.1,-50.0,4.9
"$$VR2SC,232,13:08:48,52.23869,0.03398,11454,3,9,-4.1,-50.0,4.9*44BE","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",232,13:08:48,52.23869,0.03398,11454,3,9,-4.1,-50.0,4.9
"$$VR2SC,233,13:09:02,52.23893,0.03723,11567,3,10,-5.1,-50.0,4.9*EB0E","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0HDI",233,13:09:02,52.23893,0.03723,11567,3,10,-5.1,-50.0,4.9
"$$VR2SC,234,13:09:02,52.23893,0.03723,11567,3,10,-5.1,-50.0,4.9*7499","M0UPU,2E0NRD,M6EVT,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,PE1ANS,G0HDI",234,13:09:02,52.23893,0.03723,11567,3,10,-5.1,-50.0,4.9
"$$VR2SC,235,13:09:31,52.23914,0.04279,11826,3,10,-6.1,-50.0,4.9*9B8A","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",235,13:09:31,52.23914,0.04279,11826,3,10,-6.1,-50.0,4.9
"$$VR2SC,236,13:09:31,52.23914,0.04279,11826,3,10,-7.0,-50.0,4.9*8685","F1OIL,G0TDJ,G8FJG_2",236,13:09:31,52.23914,0.04279,11826,3,10,-7.0,-50.0,4.9
"$$VR2SC,237,13:10:00,52.23935,0.04882,12098,3,10,-7.0,-50.0,4.9*DC8B","2E0NRD,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL,G0HDI",237,13:10:00,52.23935,0.04882,12098,3,10,-7.0,-50.0,4.9
"$$VR2SC,238,13:10:00,52.23935,0.04882,12098,3,10,-7.0,-50.0,4.9*7C78","2E0NRD,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,G8KNN,F1OIL,G0HDI",238,13:10:00,52.23935,0.04882,12098,3,10,-7.0,-50.0,4.9
"$$VR2SC,239,13:10:29,52.23993,0.05315,12338,3,10,-7.0,-50.0,4.9*F6F3","2E0NRD,VR2SPC,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,PE1ANS,EARS_chase,G0HDI",239,13:10:29,52.23993,0.05315,12338,3,10,-7.0,-50.0,4.9
"$$VR2SC,241,13:10:58,52.24121,0.05753,12593,3,10,-8.0,-50.0,4.9*70D2","2E0NRD,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,G8KNN,PE1ANS",241,13:10:58,52.24121,0.05753,12593,3,10,-8.0,-50.0,4.9
"$$VR2SC,243,13:11:27,52.24152,0.06307,12796,3,10,-8.0,-50.0,4.9*6280","VR2SPC,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,G8KNN,F1OIL",243,13:11:27,52.24152,0.06307,12796,3,10,-8.0,-50.0,4.9
"$$VR2SC,240,13:10:29,52.23993,0.05315,12338,3,10,-7.0,-50.0,4.9*A33D","2E0NRD,VR2SPC,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,G8KNN,F1OIL,EARS_chase",240,13:10:29,52.23993,0.05315,12338,3,10,-7.0,-50.0,4.9
"$$VR2SC,245,13:11:56,52.24311,0.06734,13023,3,10,-9.0,-50.0,4.9*6F5B","PE1ANS,M0UPU,G8FJG_2,M0DNY_websdr,G0TDJ",245,13:11:56,52.24311,0.06734,13023,3,10,-9.0,-50.0,4.9
"$$VR2SC,242,13:10:58,52.24121,0.05753,12593,3,10,-8.0,-50.0,4.9*F0F7","2E0NRD,VR2SPC,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,F1OIL",242,13:10:58,52.24121,0.05753,12593,3,10,-8.0,-50.0,4.9
"$$VR2SC,244,13:11:27,52.24152,0.06307,12796,3,10,-8.0,-50.0,4.9*FD17","2E0NRD,VR2SPC,M0DNY_websdr,F1OIL,G8FJG_2,G8KNN,PE1ANS,EARS_chase",244,13:11:27,52.24152,0.06307,12796,3,10,-8.0,-50.0,4.9
"$$VR2SC,246,13:11:56,52.24311,0.06734,13023,3,10,-9.0,-50.0,4.9*EF7E","VR2SPC,M6EVT,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,PE1ANS,EARS_chase",246,13:11:56,52.24311,0.06734,13023,3,10,-9.0,-50.0,4.9
"$$VR2SC,247,13:12:25,52.24342,0.07220,13283,3,10,-9.0,-50.0,4.9*F30B","M0UPU,VR2SPC,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,G8KNN,PE1ANS,EARS_chase",247,13:12:25,52.24342,0.0722,13283,3,10,-9.0,-50.0,4.9
"$$VR2SC,250,13:12:54,52.24430,0.07669,13504,3,10,-9.0,-50.0,4.9*E56C","M0UPU,G0TDJ,F1OIL,G8FJG_2,G8KNN,PE1ANS,EARS_chase",250,13:12:54,52.2443,0.07669,13504,3,10,-9.0,-50.0,4.9
"$$VR2SC,248,13:12:25,52.24342,0.07220,13283,3,10,-9.0,-50.0,4.9*53F8","G0TDJ,VR2SPC,M0DNY_websdr,M0UPU,F1OIL,G8FJG_2,G8KNN,PE1ANS,EARS_chase",248,13:12:25,52.24342,0.0722,13283,3,10,-9.0,-50.0,4.9
"$$VR2SC,251,13:13:23,52.24542,0.08117,13760,3,10,-10.0,-50.0,4.9*1623","M0UPU,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,G8KNN,F1OIL,EARS_chase,G0HDI",251,13:13:23,52.24542,0.08117,13760,3,10,-10.0,-50.0,4.9
"$$VR2SC,252,13:13:38,52.24591,0.08417,13888,3,10,-10.0,-50.0,4.9*1360","VR2SPC,M0DNY_websdr,G0TDJ,PE1ANS,M0DTS,G8FJG_2,F1OIL",252,13:13:38,52.24591,0.08417,13888,3,10,-10.0,-50.0,4.9
"$$VR2SC,249,13:12:54,52.24430,0.07669,13504,3,10,-9.0,-50.0,4.9*C993","G0TDJ,VR2SPC,M0DNY_websdr,M0UPU,F1OIL,G8FJG_2,G8KNN,PE1ANS",249,13:12:54,52.2443,0.07669,13504,3,10,-9.0,-50.0,4.9
"$$VR2SC,253,13:13:53,52.24610,0.08684,14023,3,10,-10.0,-50.0,4.9*04DB","G0TDJ,VR2SPC,M0DNY_websdr,M0UPU,F1OIL,G8FJG_2,G8KNN,PE1ANS",253,13:13:53,52.2461,0.08684,14023,3,10,-10.0,-50.0,4.9
"$$VR2SC,254,13:14:08,52.24627,0.08899,14143,3,10,-10.0,-50.0,4.9*7497","M0UPU,VR2SPC,M0DNY_websdr,G0TDJ,F1OIL,M0DTS,G8FJG_2,G8KNN,PE1ANS,EARS_chase",254,13:14:08,52.24627,0.08899,14143,3,10,-10.0,-50.0,4.9
"$$VR2SC,257,13:14:53,52.24887,0.09717,14467,3,10,-10.0,-50.0,4.9*240F","G0TDJ,M0DNY_websdr,M0UPU,PE1ANS,M0DTS,G8FJG_2,G8KNN,F1OIL,EARS_chase",257,13:14:53,52.24887,0.09717,14467,3,10,-10.0,-50.0,4.9
"$$VR2SC,256,13:14:38,52.24792,0.09429,14365,3,10,-10.0,-50.0,4.9*CF5F","G0TDJ,VR2SPC,M0DNY_websdr,M0UPU,F1OIL,M0DTS,G8FJG_2,G8KNN,PE1ANS,EARS_chase,G0HDI",256,13:14:38,52.24792,0.09429,14365,3,10,-10.0,-50.0,4.9
"$$VR2SC,255,13:14:23,52.24720,0.09039,14261,3,10,-10.0,-50.0,4.9*B6AD","VR2SPC,G0TDJ,F1OIL,G8FJG_2,G8KNN,PE1ANS,EARS_chase",255,13:14:23,52.2472,0.09039,14261,3,10,-10.0,-50.0,4.9
"$$VR2SC,258,13:15:08,52.24925,0.09850,14576,3,10,-10.0,-50.0,4.9*D6B2","M0UPU,VR2SPC,M0DNY_websdr,G0TDJ,PE1ANS,M0DTS,G8KNN,F1OIL,EARS_chase",258,13:15:08,52.24925,0.0985,14576,3,10,-10.0,-50.0,4.9
"$$VR2SC,261,13:15:53,52.25013,0.10600,14907,3,9,-10.9,-50.0,4.9*7A70","2E0NRD,M0DNY_websdr,G0TDJ,PE1ANS,M0DTS,G8FJG_2,G8KNN,F1OIL,G0HDI",261,13:15:53,52.25013,0.106,14907,3,9,-10.9,-50.0,4.9
"$$VR2SC,259,13:15:23,52.24901,0.10156,14686,3,10,-10.0,-50.0,4.9*ED3D","VR2SPC,G0TDJ,M0DTS,G8KNN,F1OIL,EARS_chase",259,13:15:23,52.24901,0.10156,14686,3,10,-10.0,-50.0,4.9
"$$VR2SC,262,13:15:53,52.25013,0.10600,14907,3,9,-10.9,-50.0,4.9*FA55","2E0NRD,G0TDJ,F1OIL,M0DTS,G8FJG_2,PE1ANS",262,13:15:53,52.25013,0.106,14907,3,9,-10.9,-50.0,4.9
"$$VR2SC,260,13:15:38,52.24903,0.10460,14801,3,10,-10.0,-50.0,4.9*0E69","2E0NRD,VR2SPC,M0DNY_websdr,G0TDJ,M0DTS,G8KNN,F1OIL,G0HDI",260,13:15:38,52.24903,0.1046,14801,3,10,-10.0,-50.0,4.9
"$$VR2SC,263,13:16:22,52.25044,0.10903,15175,3,10,-10.9,-50.0,4.9*CB0C","2E0NRD,M0DNY_websdr,G0TDJ,F1OIL,M0DTS,G8FJG_2,G8KNN,PE1ANS,EARS_chase,G0HDI",263,13:16:22,52.25044,0.10903,15175,3,10,-10.9,-50.0,4.9
"$$VR2SC,264,13:16:37,52.25124,0.11103,15289,3,10,-10.9,-50.0,4.9*9A11","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,G8KNN,PE1ANS,G0HDI",264,13:16:37,52.25124,0.11103,15289,3,10,-10.9,-50.0,4.9
"$$VR2SC,265,13:16:52,52.25171,0.11208,15462,3,10,-11.9,-50.0,4.9*E210","G0TDJ,2E0NRD,M0DNY_websdr,M0UPU,F1OIL,G8FJG_2,G8KNN,PE1ANS,EARS_chase,G0HDI",265,13:16:52,52.25171,0.11208,15462,3,10,-11.9,-50.0,4.9
"$$VR2SC,266,13:17:07,52.25245,0.11507,15575,3,10,-10.9,-50.0,4.9*45EC","G0TDJ,2E0NRD,M0UPU,PE1ANS,M0DTS,G8FJG_2,G8KNN,F1OIL,EARS_chase",266,13:17:07,52.25245,0.11507,15575,3,10,-10.9,-50.0,4.9
"$$VR2SC,267,13:17:22,52.25319,0.11815,15693,3,10,-10.9,-50.0,4.9*8DA7","2E0NRD,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,G8KNN,PE1ANS,EARS_chase",267,13:17:22,52.25319,0.11815,15693,3,10,-10.9,-50.0,4.9
"$$VR2SC,268,13:17:37,52.25381,0.11956,15835,3,10,-10.9,-50.0,4.9*8812","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,G8KNN,PE1ANS",268,13:17:37,52.25381,0.11956,15835,3,10,-10.9,-50.0,4.9
"$$VR2SC,269,13:17:52,52.25385,0.12206,15961,3,10,-11.9,-50.0,4.9*2171","2E0NRD,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,G8KNN,F1OIL",269,13:17:52,52.25385,0.12206,15961,3,10,-11.9,-50.0,4.9
"$$VR2SC,270,13:18:07,52.25404,0.12367,16078,3,11,-10.9,-50.0,4.9*2EF1","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,F1OIL",270,13:18:07,52.25404,0.12367,16078,3,11,-10.9,-50.0,4.9
"$$VR2SC,271,13:18:22,52.25362,0.12654,16204,3,10,-11.9,-50.0,4.9*9ED5","G0TDJ,2E0NRD,M0DNY_websdr,M0UPU,F1OIL,M0DTS,G8FJG_2,G8KNN,PE1ANS,EARS_chase",271,13:18:22,52.25362,0.12654,16204,3,10,-11.9,-50.0,4.9
"$$VR2SC,272,13:18:37,52.25320,0.12922,16359,3,11,-11.9,-50.0,4.9*8955","2E0NRD,M0DNY_websdr,M0UPU,PE1ANS,G8FJG_2,F1OIL,EARS_chase",272,13:18:37,52.2532,0.12922,16359,3,11,-11.9,-50.0,4.9
"$$VR2SC,274,13:19:07,52.25317,0.13384,16627,3,11,-11.9,-50.0,4.9*CA74","G8FJG_2,G8KNN,M0DNY_websdr",274,13:19:07,52.25317,0.13384,16627,3,11,-11.9,-50.0,4.9
"$$VR2SC,275,13:19:22,52.25272,0.13504,16769,3,11,-11.9,-50.0,4.9*82E3","2E0NRD,M0DNY_websdr,M0UPU,F1OIL,G8KNN,PE1ANS",275,13:19:22,52.25272,0.13504,16769,3,11,-11.9,-50.0,4.9
"$$VR2SC,273,13:18:52,52.25328,0.13114,16480,3,11,-11.9,-50.0,4.9*6A4F","VR2SPC,G8KNN,M0DNY_websdr",273,13:18:52,52.25328,0.13114,16480,3,11,-11.9,-50.0,4.9
"$$VR2SC,276,13:19:37,52.25356,0.13601,16898,3,11,-11.9,-50.0,4.9*4D50","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,G8KNN,PE1ANS",276,13:19:37,52.25356,0.13601,16898,3,11,-11.9,-50.0,4.9
"$$VR2SC,277,13:19:52,52.25414,0.13884,17061,3,11,-11.9,-50.0,4.9*59B4","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,RevSpace,PE1ANS",277,13:19:52,52.25414,0.13884,17061,3,11,-11.9,-50.0,4.9
"$$VR2SC,278,13:20:07,52.25422,0.14117,17165,3,11,-11.9,-50.0,4.9*40A0","2E0NRD,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,G8KNN,F1OIL",278,13:20:07,52.25422,0.14117,17165,3,11,-11.9,-50.0,4.9
"$$VR2SC,279,13:20:22,52.25476,0.14238,17315,3,11,-11.9,-50.0,4.9*FD6F","F1OIL,G8KNN,M0DNY_websdr",279,13:20:22,52.25476,0.14238,17315,3,11,-11.9,-50.0,4.9
"$$VR2SC,280,13:20:37,52.25499,0.14457,17457,3,11,-11.9,-50.0,4.9*76A7","G8KNN,M0DNY_websdr",280,13:20:37,52.25499,0.14457,17457,3,11,-11.9,-50.0,4.9
"$$VR2SC,281,13:20:52,52.25478,0.14618,17601,3,11,-11.9,-50.0,4.9*A726","G8KNN,M0DNY_websdr",281,13:20:52,52.25478,0.14618,17601,3,11,-11.9,-50.0,4.9
"$$VR2SC,282,13:21:07,52.25468,0.14859,17754,3,11,-11.9,-50.0,4.9*27DE","G8KNN,M0DNY_websdr",282,13:21:07,52.25468,0.14859,17754,3,11,-11.9,-50.0,4.9
"$$VR2SC,283,13:21:22,52.25525,0.15068,17904,3,11,-12.9,-50.0,4.9*4AC0",G8KNN,283,13:21:22,52.25525,0.15068,17904,3,11,-12.9,-50.0,4.9
"$$VR2SC,284,13:21:37,52.25549,0.15293,18057,3,10,-11.9,-50.0,4.9*C98E","F1OIL,M0UPU,G8FJG_2,2E0NRD",284,13:21:37,52.25549,0.15293,18057,3,10,-11.9,-50.0,4.9
"$$VR2SC,285,13:21:52,52.25578,0.15486,18237,3,11,-12.9,-50.0,4.9*89D7",M0DNY_websdr,285,13:21:52,52.25578,0.15486,18237,3,11,-12.9,-50.0,4.9
"$$VR2SC,286,13:22:07,52.25615,0.15634,18399,3,11,-11.9,-50.0,4.9*DAC5","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,RevSpace,F1OIL",286,13:22:07,52.25615,0.15634,18399,3,11,-11.9,-50.0,4.9
"$$VR2SC,287,13:22:22,52.25602,0.15710,18555,3,11,-12.9,-50.0,4.9*EBE8","G8FJG_2,M0DNY_websdr",287,13:22:22,52.25602,0.1571,18555,3,11,-12.9,-50.0,4.9
"$$VR2SC,288,13:22:37,52.25615,0.15746,18722,3,11,-12.9,-50.0,4.9*17E1","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,RevSpace,F1OIL",288,13:22:37,52.25615,0.15746,18722,3,11,-12.9,-50.0,4.9
"$$VR2SC,289,13:22:52,52.25618,0.15851,18857,3,11,-12.9,-50.0,4.9*9F45","F1OIL,M0UPU,G8FJG_2,G8KNN,G0TDJ",289,13:22:52,52.25618,0.15851,18857,3,11,-12.9,-50.0,4.9
"$$VR2SC,290,13:23:07,52.25617,0.15964,18993,3,11,-12.9,-50.0,4.9*C693","F1OIL,G0TDJ,G8FJG_2,G8KNN,M0DNY_websdr",290,13:23:07,52.25617,0.15964,18993,3,11,-12.9,-50.0,4.9
"$$VR2SC,291,13:23:22,52.25627,0.16078,19131,3,11,-12.9,-50.0,4.9*D28D","M0UPU,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,G8KNN,RevSpace,PE1ANS",291,13:23:22,52.25627,0.16078,19131,3,11,-12.9,-50.0,4.9
"$$VR2SC,292,13:23:37,52.25622,0.16176,19267,3,11,-12.9,-50.0,4.9*D461","G8FJG_2,G8KNN,M0DNY_websdr",292,13:23:37,52.25622,0.16176,19267,3,11,-12.9,-50.0,4.9
"$$VR2SC,293,13:23:52,52.25658,0.16246,19402,3,11,-12.9,-50.0,4.9*F705",G8KNN,293,13:23:52,52.25658,0.16246,19402,3,11,-12.9,-50.0,4.9
