_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,gps_lock,satellites,temperature_internal,temperature_external,battery
"$$VR2SC,294,13:24:07,52.25678,0.16459,19558,3,11,-12.9,-50.0,4.9*9F4D",G8KNN,294,13:24:07,52.25678,0.16459,19558,3,11,-12.9,-50.0,4.9
"$$VR2SC,295,13:24:22,52.25699,0.16712,19715,3,11,-12.9,-50.0,4.9*DBE5","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,G8KNN,RevSpace,F1OIL",295,13:24:22,52.25699,0.16712,19715,3,11,-12.9,-50.0,4.9
"$$VR2SC,296,13:24:37,52.25662,0.16848,19829,3,11,-12.9,-50.0,4.9*1F60","M0UPU,2E0NRD,M0DNY_websdr,G0TDJ,PE1ANS,G8FJG_2,G8KNN,RevSpace,F1OIL",296,13:24:37,52.25662,0.16848,19829,3,11,-12.9,-50.0,4.9
"$$VR2SC,297,13:24:52,52.25631,0.16978,19942,3,11,-12.9,-50.0,4.9*02BE","G0TDJ,G8FJG_2,G8KNN,M0DNY_websdr,2E0NRD",297,13:24:52,52.25631,0.16978,19942,3,11,-12.9,-50.0,4.9
"$$VR2SC,298,13:25:07,52.25612,0.17133,20088,3,11,-12.9,-50.0,4.9*F48E","M0UPU,G8FJG_2,G8KNN,M0DNY_websdr",298,13:25:07,52.25612,0.17133,20088,3,11,-12.9,-50.0,4.9
"$$VR2SC,299,13:25:22,52.25605,0.17249,20211,3,11,-12.9,-50.0,4.9*034F","M0UPU,M0DNY_websdr,G0TDJ,G8FJG_2,G8KNN,RevSpace,F1OIL",299,13:25:22,52.25605,0.17249,20211,3,11,-12.9,-50.0,4.9
"$$VR2SC,300,13:25:37,52.25620,0.17377,20340,3,11,-12.9,-50.0,4.9*5518","M0UPU,2E0NRD,G7OGX,M0DNY_websdr,G0TDJ,F1OIL,G8FJG_2,G8KNN,RevSpace,PE1ANS",300,13:25:37,52.2562,0.17377,20340,3,11,-12.9,-50.0,4.9
"$$VR2SC,301,13:25:52,52.25596,0.17537,20475,3,11,-12.9,-50.0,4.9*8EBB","G8FJG_2,G8KNN,M0DNY_websdr",301,13:25:52,52.25596,0.17537,20475,3,11,-12.9,-50.0,4.9
"$$VR2SC,302,13:26:07,52.25595,0.17653,20612,3,11,-12.9,-50.0,4.9*4B32","G8FJG_2,G8KNN",302,13:26:07,52.25595,0.17653,20612,3,11,-12.9,-50.0,4.9
"$$VR2SC,303,13:26:22,52.25579,0.17856,20750,3,11,-12.9,-50.0,4.9*B6E0","G8FJG_2,G8KNN,M0DNY_websdr",303,13:26:22,52.25579,0.17856,20750,3,11,-12.9,-50.0,4.9
"$$VR2SC,304,13:26:37,52.25541,0.18062,20872,3,11,-12.9,-50.0,4.9*5513","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,RevSpace,F1OIL",304,13:26:37,52.25541,0.18062,20872,3,11,-12.9,-50.0,4.9
"$$VR2SC,305,13:26:52,52.25523,0.18219,21003,3,11,-12.9,-50.0,4.9*E601","M0UPU,G8FJG_2,G8KNN",305,13:26:52,52.25523,0.18219,21003,3,11,-12.9,-50.0,4.9
"$$VR2SC,308,13:27:37,52.25532,0.18541,21380,3,11,-12.9,-50.0,4.9*36C1",G8FJG_2,308,13:27:37,52.25532,0.18541,21380,3,11,-12.9,-50.0,4.9
"$$VR2SC,311,13:28:22,52.25571,0.19052,21802,3,11,-12.9,-50.0,4.9*353B","F1OIL,G8KNN,M0DNY_websdr",311,13:28:22,52.25571,0.19052,21802,3,11,-12.9,-50.0,4.9
"$$VR2SC,312,13:28:37,52.25546,0.19255,21937,3,11,-12.9,-50.0,4.9*F0E8","VR2SPC,G8FJG_2,G8KNN",312,13:28:37,52.25546,0.19255,21937,3,11,-12.9,-50.0,4.9
"$$VR2SC,306,13:27:07,52.25495,0.18316,21130,3,11,-12.9,-50.0,4.9*06A1","2E0NRD,VR2SPC,M0DNY_websdr,M0UPU,G8KNN,F1OIL",306,13:27:07,52.25495,0.18316,21130,3,11,-12.9,-50.0,4.9
"$$VR2SC,313,13:28:52,52.25476,0.19360,22069,3,11,-13.9,-50.0,4.9*9B50",G8KNN,313,13:28:52,52.25476,0.1936,22069,3,11,-13.9,-50.0,4.9
"$$VR2SC,314,13:29:07,52.25419,0.19482,22191,3,11,-12.9,-50.0,4.9*0A3E","F1OIL,M0UPU,G8KNN,M0DNY_websdr",314,13:29:07,52.25419,0.19482,22191,3,11,-12.9,-50.0,4.9
"$$VR2SC,315,13:29:22,52.25342,0.19552,22313,3,11,-12.9,-50.0,4.9*9873","F1OIL,VR2SPC,G8FJG_2,G8KNN",315,13:29:22,52.25342,0.19552,22313,3,11,-12.9,-50.0,4.9
"$$VR2SC,317,13:29:52,52.25264,0.19453,22560,3,11,-12.9,-50.0,4.9*3343","VR2SPC,G8FJG_2,G8KNN",317,13:29:52,52.25264,0.19453,22560,3,11,-12.9,-50.0,4.9
"$$VR2SC,309,13:27:52,52.25551,0.18696,21516,3,11,-12.9,-50.0,4.9*1DE8","F1OIL,VR2SPC,G8FJG_2,G8KNN",309,13:27:52,52.25551,0.18696,21516,3,11,-12.9,-50.0,4.9
"$$VR2SC,307,13:27:22,52.25505,0.18415,21255,3,11,-12.9,-50.0,4.9*22D0","VR2SPC,G8FJG_2,M0DNY_websdr",307,13:27:22,52.25505,0.18415,21255,3,11,-12.9,-50.0,4.9
"$$VR2SC,320,13:30:37,52.25257,0.19655,22947,3,11,-12.9,-49.0,4.9*C2F5",M0UPU,320,13:30:37,52.25257,0.19655,22947,3,11,-12.9,-49.0,4.9
"$$VR2SC,321,13:30:52,52.25238,0.19745,23078,3,11,-12.9,-49.0,4.9*76DD","G8FJG_2,G0WXI,G8KNN",321,13:30:52,52.25238,0.19745,23078,3,11,-12.9,-49.0,4.9
"$$VR2SC,323,13:31:22,52.25174,0.19890,23324,3,11,-12.9,-48.0,4.9*319A","M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI",323,13:31:22,52.25174,0.1989,23324,3,11,-12.9,-48.0,4.9
"$$VR2SC,324,13:31:37,52.25108,0.19973,23446,3,11,-12.9,-48.0,4.9*5BA7","2E0NRD,G7OGX,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI,EARS_chase",324,13:31:37,52.25108,0.19973,23446,3,11,-12.9,-48.0,4.9
"$$VR2SC,326,13:32:07,52.24976,0.20057,23701,3,11,-12.9,-47.1,4.9*1D05","F1OIL,M0UPU,G0WXI,G8KNN,VR2SPC",326,13:32:07,52.24976,0.20057,23701,3,11,-12.9,-47.1,4.9
"$$VR2SC,325,13:31:52,52.25066,0.20027,23571,3,11,-12.9,-47.1,4.9*CCBF","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI,EARS_chase",325,13:31:52,52.25066,0.20027,23571,3,11,-12.9,-47.1,4.9
"$$VR2SC,328,13:32:37,52.24938,0.20150,23957,3,11,-12.9,-45.1,4.9*7396","G0WXI,G8FJG_2,G8KNN,EARS_chase",328,13:32:37,52.24938,0.2015,23957,3,11,-12.9,-45.1,4.9
"$$VR2SC,316,13:29:37,52.25273,0.19519,22436,3,11,-12.9,-49.0,4.9*B2B7","VR2SPC,EARS_chase,G8KNN,M0DNY_websdr",316,13:29:37,52.25273,0.19519,22436,3,11,-12.9,-49.0,4.9
"$$VR2SC,327,13:32:22,52.24928,0.20111,23824,3,11,-12.9,-46.1,4.9*7894","G8FJG_2,G0WXI,G8KNN",327,13:32:22,52.24928,0.20111,23824,3,11,-12.9,-46.1,4.9
"$$VR2SC,310,13:28:07,52.25567,0.18896,21666,3,11,-12.9,-50.0,4.9*FC4A","VR2SPC,G8KNN",310,13:28:07,52.25567,0.18896,21666,3,11,-12.9,-50.0,4.9
"$$VR2SC,329,13:32:52,52.24908,0.20188,24089,3,11,-12.9,-44.1,4.9*61E6","F1OIL,G0WXI,G8KNN",329,13:32:52,52.24908,0.20188,24089,3,11,-12.9,-44.1,4.9
"$$VR2SC,330,13:33:07,52.24874,0.20250,24212,3,11,-12.9,-44.1,4.9*D8E8","2E0NRD,G8FJG_2,G8KNN,F1OIL,G0WXI,EARS_chase",330,13:33:07,52.24874,0.2025,24212,3,11,-12.9,-44.1,4.9
"$$VR2SC,319,13:30:22,52.25256,0.19559,22815,3,11,-12.9,-49.0,4.9*1740","VR2SPC,G8FJG_2,G8KNN,EARS_chase",319,13:30:22,52.25256,0.19559,22815,3,11,-12.9,-49.0,4.9
"$$VR2SC,331,13:33:22,52.24811,0.20283,24338,3,11,-12.9,-44.1,4.9*C55D","M0DNY_websdr,M0UPU,G8FJG_2,RevSpace,F1OIL,G0WXI",331,13:33:22,52.24811,0.20283,24338,3,11,-12.9,-44.1,4.9
"$$VR2SC,332,13:33:37,52.24767,0.20310,24459,3,12,-12.9,-43.2,4.9*BF81","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,RevSpace,F1OIL,G0WXI",332,13:33:37,52.24767,0.2031,24459,3,12,-12.9,-43.2,4.9
"$$VR2SC,333,13:33:52,52.24702,0.20379,24585,3,12,-12.9,-43.2,4.9*E53D","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI",333,13:33:52,52.24702,0.20379,24585,3,12,-12.9,-43.2,4.9
"$$VR2SC,336,13:34:37,52.24521,0.20332,24986,3,12,-11.9,-42.2,4.9*AFE4","G0WXI,G8KNN",336,13:34:37,52.24521,0.20332,24986,3,12,-11.9,-42.2,4.9
"$$VR2SC,334,13:34:07,52.24642,0.20363,24714,3,12,-12.9,-43.2,4.9*DD68","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI",334,13:34:07,52.24642,0.20363,24714,3,12,-12.9,-43.2,4.9
"$$VR2SC,335,13:34:22,52.24563,0.20390,24848,3,12,-12.9,-42.2,4.9*BD44","F1OIL,M0UPU,G0WXI,G8FJG_2",335,13:34:22,52.24563,0.2039,24848,3,12,-12.9,-42.2,4.9
"$$VR2SC,322,13:31:07,52.25214,0.19788,23204,3,11,-12.9,-48.0,4.9*3241","VR2SPC,G8KNN,EARS_chase",322,13:31:07,52.25214,0.19788,23204,3,11,-12.9,-48.0,4.9
"$$VR2SC,337,13:34:52,52.24480,0.20339,25126,3,12,-12.9,-42.2,4.9*0BD0","M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI",337,13:34:52,52.2448,0.20339,25126,3,12,-12.9,-42.2,4.9
"$$VR2SC,338,13:35:07,52.24470,0.20369,25268,3,12,-11.9,-42.2,4.9*34A6","F1OIL,G0WXI,G8FJG_2,G8KNN,M0UPU",338,13:35:07,52.2447,0.20369,25268,3,12,-11.9,-42.2,4.9
"$$VR2SC,318,13:30:07,52.25271,0.19469,22688,3,11,-12.9,-50.0,4.9*CF7A","VR2SPC,G8KNN",318,13:30:07,52.25271,0.19469,22688,3,11,-12.9,-50.0,4.9
"$$VR2SC,339,13:35:22,52.24452,0.20320,25408,3,12,-12.9,-42.2,4.9*27B1","M0UPU,G8FJG_2,G0WXI",339,13:35:22,52.24452,0.2032,25408,3,12,-12.9,-42.2,4.9
"$$VR2SC,340,13:35:37,52.24431,0.20273,25546,3,12,-12.9,-42.2,4.9*6B0D","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI",340,13:35:37,52.24431,0.20273,25546,3,12,-12.9,-42.2,4.9
"$$VR2SC,341,13:35:52,52.24448,0.20259,25687,3,12,-11.9,-41.2,4.9*2C80","F1OIL,G8FJG_2,G0WXI,M0DNY_websdr,M0UPU",341,13:35:52,52.24448,0.20259,25687,3,12,-11.9,-41.2,4.9
"$$VR2SC,342,13:36:07,52.24448,0.20333,25817,3,12,-11.9,-40.2,4.9*815B","F1OIL,M0UPU,G0WXI,G8KNN,M0DNY_websdr",342,13:36:07,52.24448,0.20333,25817,3,12,-11.9,-40.2,4.9
"$$VR2SC,343,13:36:22,52.24438,0.20412,25950,3,12,-11.9,-39.3,4.9*0B16","M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI",343,13:36:22,52.24438,0.20412,25950,3,12,-11.9,-39.3,4.9
"$$VR2SC,345,13:36:52,52.24486,0.20549,26218,3,12,-11.9,-39.3,4.9*DD36","F1OIL,G8FJG_2,G0WXI,G8KNN,M0UPU",345,13:36:52,52.24486,0.20549,26218,3,12,-11.9,-39.3,4.9
"$$VR2SC,344,13:36:37,52.24460,0.20482,26084,3,12,-11.9,-38.3,4.9*0D92","F1OIL,M0UPU,G0WXI",344,13:36:37,52.2446,0.20482,26084,3,12,-11.9,-38.3,4.9
"$$VR2SC,346,13:37:07,52.24488,0.20652,26356,3,12,-11.9,-38.3,4.9*2AA4","F1OIL,M0UPU,G0WXI,G8KNN,EARS_chase",346,13:37:07,52.24488,0.20652,26356,3,12,-11.9,-38.3,4.9
"$$VR2SC,347,13:37:22,52.24465,0.20712,26484,3,12,-11.9,-37.3,4.9*897E","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL",347,13:37:22,52.24465,0.20712,26484,3,12,-11.9,-37.3,4.9
"$$VR2SC,348,13:37:37,52.24422,0.20756,26611,3,12,-11.9,-37.3,4.9*542D","2E0NRD,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,RevSpace,F1OIL,G0WXI",348,13:37:37,52.24422,0.20756,26611,3,12,-11.9,-37.3,4.9
"$$VR2SC,349,13:37:52,52.24378,0.20762,26734,3,12,-11.9,-36.3,4.9*2069","2E0NRD,MH,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,RevSpace,F1OIL,2E0PNP,G0WXI,EARS_chase",349,13:37:52,52.24378,0.20762,26734,3,12,-11.9,-36.3,4.9
"$$VR2SC,350,13:38:07,52.24354,0.20772,26840,3,12,-10.9,-35.4,4.9*9A36","2E0NRD,MH,M0DNY_websdr,G8FJG_2,G8KNN,RevSpace,F1OIL,G0WXI",350,13:38:07,52.24354,0.20772,26840,3,12,-10.9,-35.4,4.9
"$$VR2SC,351,13:38:22,52.24325,0.20801,26955,3,12,-11.9,-33.4,4.9*A382","2E0NRD,MH,M0DNY_websdr,M0UPU,G8FJG_2,RevSpace,F1OIL,G0WXI",351,13:38:22,52.24325,0.20801,26955,3,12,-11.9,-33.4,4.9
"$$VR2SC,352,13:38:37,52.24311,0.20795,27073,3,12,-11.9,-33.4,4.9*2C6A","2E0NRD,MH,M0DNY_websdr,M0UPU,G8FJG_2,RevSpace,F1OIL,G0WXI",352,13:38:37,52.24311,0.20795,27073,3,12,-11.9,-33.4,4.9
"$$VR2SC,353,13:38:52,52.24275,0.20917,27190,3,12,-11.9,-33.4,4.9*89DD","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,G8KNN,RevSpace,F1OIL,G0WXI",353,13:38:52,52.24275,0.20917,27190,3,12,-11.9,-33.4,4.9
"$$VR2SC,354,13:39:07,52.24221,0.20987,27299,3,12,-11.9,-32.4,4.9*7CD7","2E0NRD,MH,M0DNY_websdr,M0UPU,G8FJG_2,F1OIL,G0WXI",354,13:39:07,52.24221,0.20987,27299,3,12,-11.9,-32.4,4.9
"$$VR2SC,355,13:39:22,52.24135,0.21113,27408,3,12,-10.9,-32.4,4.9*CD5D","2E0NRD,MH,M0DNY_websdr,M0UPU,G8FJG_2,RevSpace,F1OIL,G0WXI",355,13:39:22,52.24135,0.21113,27408,3,12,-10.9,-32.4,4.9
"$$VR2SC,356,13:39:37,52.24059,0.21245,27520,3,12,-10.9,-31.4,4.9*DFDE","2E0NRD,MH,M0DNY_websdr,G8FJG_2,G8KNN,RevSpace,F1OIL,G0WXI,G0HDI",356,13:39:37,52.24059,0.21245,27520,3,12,-10.9,-31.4,4.9
"$$VR2SC,357,13:39:52,52.23926,0.21389,27624,3,12,-10.9,-31.4,4.9*4809","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,G8KNN,RevSpace,F1OIL,EARS_chase,G0HDI",357,13:39:52,52.23926,0.21389,27624,3,12,-10.9,-31.4,4.9
"$$VR2SC,358,13:40:07,52.23812,0.21517,27729,3,12,-10.9,-30.5,4.9*7CC1","2E0NRD,MH,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,F1OIL,G0WXI",358,13:40:07,52.23812,0.21517,27729,3,12,-10.9,-30.5,4.9
"$$VR2SC,359,13:40:22,52.23726,0.21653,27842,3,12,-10.9,-30.5,4.9*8697","2E0NRD,MH,M0DNY_websdr,M0UPU,RevSpace,F1OIL,G0WXI,G0HDI",359,13:40:22,52.23726,0.21653,27842,3,12,-10.9,-30.5,4.9
"$$VR2SC,360,13:40:37,52.23667,0.21778,27953,3,12,-10.9,-29.5,4.9*14B3","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,RevSpace,F1OIL,G0WXI,G0HDI",360,13:40:37,52.23667,0.21778,27953,3,12,-10.9,-29.5,4.9
"$$VR2SC,361,13:40:52,52.23575,0.21886,28064,3,12,-10.9,-29.5,4.9*1C92","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,G8KNN,RevSpace,F1OIL,G0WXI,G0HDI",361,13:40:52,52.23575,0.21886,28064,3,12,-10.9,-29.5,4.9
"$$VR2SC,362,13:41:07,52.23445,0.21893,28172,3,12,-10.9,-28.5,4.9*E5B5","2E0NRD,MH,M0DNY_websdr,M0DTS,G8FJG_2,RevSpace,F1OIL,G0WXI,G0HDI",362,13:41:07,52.23445,0.21893,28172,3,12,-10.9,-28.5,4.9
"$$VR2SC,363,13:41:22,52.23319,0.21881,28280,3,12,-10.9,-27.5,4.9*7BDE","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,RevSpace,F1OIL,G0WXI,G0HDI",363,13:41:22,52.23319,0.21881,28280,3,12,-10.9,-27.5,4.9
"$$VR2SC,364,13:41:37,52.23220,0.21864,28398,3,12,-10.9,-27.5,4.9*561C","2E0NRD,MH,M0DNY_websdr,M0UPU,G8FJG_2,RevSpace,F1OIL,G0WXI,G0HDI",364,13:41:37,52.2322,0.21864,28398,3,12,-10.9,-27.5,4.9
"$$VR2SC,365,13:41:52,52.23154,0.21819,28509,3,12,-10.9,-26.6,4.9*4D1D","2E0NRD,MH,M0DNY_websdr,M0UPU,RevSpace,F1OIL,G0WXI,G0HDI",365,13:41:52,52.23154,0.21819,28509,3,12,-10.9,-26.6,4.9
"$$VR2SC,366,13:42:07,52.23121,0.21757,28631,3,12,-10.0,-25.6,4.9*49AB","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,RevSpace,F1OIL,G0WXI,G0HDI",366,13:42:07,52.23121,0.21757,28631,3,12,-10.0,-25.6,4.9
"$$VR2SC,367,13:42:22,52.23123,0.21784,28740,3,12,-10.0,-25.6,4.9*9AEC","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,F1OIL,G0WXI,G0HDI",367,13:42:22,52.23123,0.21784,28740,3,12,-10.0,-25.6,4.9
"$$VR2SC,368,13:42:37,52.23120,0.21826,28855,3,13,-10.0,-25.6,4.9*1107","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,RevSpace,F1OIL,G0WXI,G0HDI",368,13:42:37,52.2312,0.21826,28855,3,13,-10.0,-25.6,4.9
"$$VR2SC,371,13:43:22,52.22981,0.21767,29187,3,13,-10.0,-23.6,4.9*750D","M0UPU,G0WXI",371,13:43:22,52.22981,0.21767,29187,3,13,-10.0,-23.6,4.9
"$$VR2SC,369,13:42:52,52.23083,0.21832,28963,3,13,-10.0,-24.6,4.9*70B1","2E0NRD,MH,M0DNY_websdr,M0UPU,G8FJG_2,G8KNN,RevSpace,F1OIL,G0WXI,G0HDI",369,13:42:52,52.23083,0.21832,28963,3,13,-10.0,-24.6,4.9
"$$VR2SC,372,13:43:37,52.22892,0.21662,28918,3,14,-10.0,-24.6,4.9*BDA5","M0UPU,G0WXI",372,13:43:37,52.22892,0.21662,28918,3,14,-10.0,-24.6,4.9
"$$VR2SC,370,13:43:07,52.23032,0.21821,29074,3,13,-10.0,-24.6,4.9*DBD9","2E0NRD,MH,M0DNY_websdr,M0UPU,M0DTS,G8FJG_2,F1OIL,G0HDI",370,13:43:07,52.23032,0.21821,29074,3,13,-10.0,-24.6,4.9
"$$VR2SC,373,13:43:52,52.22808,0.21600,28257,3,14,-9.0,-27.5,4.9*FC4A","VR2SPC,G0WXI",373,13:43:52,52.22808,0.216,28257,3,14,-9.0,-27.5,4.9
"$$VR2SC,374,13:43:52,52.22808,0.21600,28257,3,14,-9.0,-30.5,4.9*3D4A","VR2SPC,G8FJG_2,G0WXI",374,13:43:52,52.22808,0.216,28257,3,14,-9.0,-30.5,4.9
"$$VR2SC,376,13:44:21,52.22614,0.21892,27023,3,14,-9.0,-35.4,4.9*5D82","VR2SPC,G0WXI",376,13:44:21,52.22614,0.21892,27023,3,14,-9.0,-35.4,4.9
"$$VR2SC,378,13:45:05,52.22508,0.21927,25418,3,14,-9.0,-38.3,4.9*31CF","G0WXI,G8KNN",378,13:45:05,52.22508,0.21927,25418,3,14,-9.0,-38.3,4.9
"$$VR2SC,375,13:44:21,52.22614,0.21892,27023,3,14,-9.0,-33.4,4.9*7C82","VR2SPC,G0WXI,G8KNN",375,13:44:21,52.22614,0.21892,27023,3,14,-9.0,-33.4,4.9
"$$VR2SC,377,13:44:50,52.22525,0.21928,25928,3,14,-10.0,-37.3,4.9*BC43","M0UPU,VR2SPC,G0WXI,G8KNN",377,13:44:50,52.22525,0.21928,25928,3,14,-10.0,-37.3,4.9
"$$VR2SC,379,13:45:05,52.22508,0.21927,25418,3,14,-9.0,-41.2,4.9*F8B6","G0WXI,G8FJG_2",379,13:45:05,52.22508,0.21927,25418,3,14,-9.0,-41.2,4.9
"$$VR2SC,381,13:45:49,52.22401,0.22038,24029,3,14,-9.0,-43.2,4.9*2224","M0UPU,G0WXI,G8KNN",381,13:45:49,52.22401,0.22038,24029,3,14,-9.0,-43.2,4.9
"$$VR2SC,382,13:45:49,52.22401,0.22038,24029,3,14,-10.0,-44.1,4.9*8221","G0WXI,G8KNN",382,13:45:49,52.22401,0.22038,24029,3,14,-10.0,-44.1,4.9
"$$VR2SC,380,13:45:34,52.22450,0.21983,24479,3,14,-10.0,-42.2,4.9*97B4","G8FJG_2,G0WXI,G8KNN",380,13:45:34,52.2245,0.21983,24479,3,14,-10.0,-42.2,4.9
"$$VR2SC,383,13:45:49,52.22401,0.22038,24029,3,14,-10.0,-44.1,4.9*1E46","G0WXI,G8KNN",383,13:45:49,52.22401,0.22038,24029,3,14,-10.0,-44.1,4.9
"$$VR2SC,388,13:47:33,52.22315,0.22757,21276,3,14,-10.0,-50.0,4.9*48C5",G0WXI,388,13:47:33,52.22315,0.22757,21276,3,14,-10.0,-50.0,4.9
"$$VR2SC,384,13:46:19,52.22382,0.22198,23184,3,14,-10.0,-45.1,4.9*C7CF","VR2SPC,M0UPU,G0WXI,G8KNN",384,13:46:19,52.22382,0.22198,23184,3,14,-10.0,-45.1,4.9
"$$VR2SC,385,13:46:48,52.22332,0.22313,22394,3,14,-10.0,-47.1,4.9*E819","VR2SPC,G0WXI,G8KNN",385,13:46:48,52.22332,0.22313,22394,3,14,-10.0,-47.1,4.9
"$$VR2SC,386,13:47:03,52.22282,0.22365,22003,3,14,-10.0,-48.0,4.9*9EB8","G0WXI,G8FJG_2,G8KNN",386,13:47:03,52.22282,0.22365,22003,3,14,-10.0,-48.0,4.9
"$$VR2SC,387,13:47:18,52.22300,0.22562,21632,3,14,-10.0,-49.0,4.9*ACC6","VR2SPC,G0WXI,G8KNN",387,13:47:18,52.223,0.22562,21632,3,14,-10.0,-49.0,4.9
"$$VR2SC,389,13:47:48,52.22288,0.22858,20925,3,14,-10.0,-50.0,4.9*5899","VR2SPC,M0DTS,G0WXI,G8KNN",389,13:47:48,52.22288,0.22858,20925,3,14,-10.0,-50.0,4.9
"$$VR2SC,392,13:48:33,52.22186,0.23279,19936,3,14,-10.0,-50.0,4.9*D086","VR2SPC,G0WXI",392,13:48:33,52.22186,0.23279,19936,3,14,-10.0,-50.0,4.9
"$$VR2SC,390,13:48:03,52.22214,0.23009,20584,3,14,-10.0,-50.0,4.9*0C00","VR2SPC,G8FJG_2,G0WXI,G8KNN",390,13:48:03,52.22214,0.23009,20584,3,14,-10.0,-50.0,4.9
"$$VR2SC,391,13:48:18,52.22168,0.23163,20258,3,14,-10.0,-50.0,4.9*4960","G0WXI,G8FJG_2,G8KNN",391,13:48:18,52.22168,0.23163,20258,3,14,-10.0,-50.0,4.9
"$$VR2SC,393,13:48:48,52.22157,0.23412,19616,3,14,-10.9,-50.0,4.9*9585","VR2SPC,G0WXI,G8FJG_2,G8KNN",393,13:48:48,52.22157,0.23412,19616,3,14,-10.9,-50.0,4.9
"$$VR2SC,397,13:49:48,52.22238,0.23882,18417,3,14,-10.9,-50.0,4.9*A3FF","G0WXI,G8KNN",397,13:49:48,52.22238,0.23882,18417,3,14,-10.9,-50.0,4.9
"$$VR2SC,394,13:49:03,52.22193,0.23547,19303,3,14,-10.9,-50.0,4.9*DAA1","VR2SPC,G0WXI,G8KNN",394,13:49:03,52.22193,0.23547,19303,3,14,-10.9,-50.0,4.9
"$$VR2SC,395,13:49:18,52.22220,0.23640,18996,3,14,-10.9,-50.0,4.9*0B46","VR2SPC,G8FJG_2,G0WXI,G8KNN",395,13:49:18,52.2222,0.2364,18996,3,14,-10.9,-50.0,4.9
"$$VR2SC,396,13:49:33,52.22214,0.23760,18703,3,14,-10.9,-50.0,4.9*AF17","VR2SPC,M0DTS,G0WXI,G8KNN",396,13:49:33,52.22214,0.2376,18703,3,14,-10.9,-50.0,4.9
"$$VR2SC,398,13:50:03,52.22269,0.24115,18126,3,14,-10.9,-50.0,4.9*8D4A","VR2SPC,G0WXI,G8KNN",398,13:50:03,52.22269,0.24115,18126,3,14,-10.9,-50.0,4.9
